term,edf,ref.df,statistic,p.value
s(pai_cd_scaled),1.8242925515946844,9,3.4535825999031604,3.854272676573345e-7
s(RH_scaled),1.6040119549429155,9,0.4887377678004046,0.027064183151037757
s(Time_num_scaled),1.2347200767601547,9,0.25788167664428147,0.049236951290225095
