,GPSTime,Imagef,Northing,Easting,Altitude,Site,Date,DateTime,Time,RH,AirTemp,Dewpoint_C,Leaf_Wet_Perc,Srad_mJ,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,STRD,STRD_Clearsky
3177,390386.898,Flight3_cam1-001-000145-0,-3097294.6785960966,3483341.2878123918,332.5816345214844,NkuluEP,2020-01-16,2020-01-16 14:26:26.898,14:26:26,52.435517000000004,33.0164483,21.972695350000002,0.0,3.9,0.84,19.41387925,18.67387925,1528079.616268275,1449689.9945221848
3178,390388.9,Flight3_cam1-001-000146-0,-3097278.2360182684,3483335.218186016,332.56756591796875,NkuluEP,2020-01-16,2020-01-16 14:26:28.900,14:26:28,52.435183333333335,33.016481666666664,21.972623055555555,0.0,3.9,0.84,19.41379583333333,18.673795833333333,1528074.3425859723,1449691.44803925
3179,390390.902,Flight3_cam1-001-000147-0,-3097261.424537452,3483330.983576144,332.5771179199219,NkuluEP,2020-01-16,2020-01-16 14:26:30.902,14:26:30,52.43484966666667,33.016515033333334,21.972550761111112,0.0,3.9,0.84,19.413712416666666,18.673712416666664,1528069.0689036695,1449692.901556315
3180,390393.037,Flight3_cam1-001-000148-0,-3097243.748238467,3483335.4476267803,332.6758728027344,NkuluEP,2020-01-16,2020-01-16 14:26:33.037,14:26:33,52.434493833333335,33.01655061666667,21.972473663888888,0.0,3.9,0.84,19.413623458333333,18.67362345833333,1528063.444871843,1449694.4516357025
3181,390395.573,Flight3_cam1-001-000149-0,-3097231.6798175727,3483354.24074109,332.6507873535156,NkuluEP,2020-01-16,2020-01-16 14:26:35.573,14:26:35,52.434071166666676,33.01659288333333,21.97238208611111,0.0,3.9,0.84,19.413517791666667,18.673517791666665,1528056.7645230321,1449696.2928541224
3182,390396.907,Flight3_cam1-001-000150-0,-3097229.0025787973,3483366.646850621,332.6756591796875,NkuluEP,2020-01-16,2020-01-16 14:26:36.907,14:26:36,52.433848833333336,33.016615116666664,21.97233391388889,0.0,3.9,0.84,19.413462208333332,18.673462208333333,1528053.250490968,1449697.2613814774
3183,390398.909,Flight3_cam1-001-000151-0,-3097225.453863705,3483382.326904788,332.67169189453125,NkuluEP,2020-01-16,2020-01-16 14:26:38.909,14:26:38,52.43351516666667,33.016648483333334,21.972261619444446,0.0,3.9,0.84,19.413378791666666,18.673378791666668,1528047.9768086653,1449698.7148985425
3184,390400.911,Flight3_cam1-001-000152-0,-3097222.1131151044,3483396.928694196,332.7509765625,NkuluEP,2020-01-16,2020-01-16 14:26:40.911,14:26:40,52.433181499999996,33.01668185,21.972189325,0.0,3.9,0.84,19.413295374999997,18.673295375,1528042.7031263625,1449700.1684156074
3185,390403.581,Flight3_cam1-001-000153-0,-3097225.804653445,3483419.1439352324,332.92974853515625,NkuluEP,2020-01-16,2020-01-16 14:26:43.581,14:26:43,52.432736500000004,33.01672635,21.972092908333334,0.0,3.9,0.84,19.413184125,18.673184125,1528035.669793821,1449702.1069223825
3186,390404.915,Flight3_cam1-001-000154-0,-3097233.288449093,3483428.5460883025,333.1366577148437,NkuluEP,2020-01-16,2020-01-16 14:26:44.915,14:26:44,52.43251416666667,33.01674858333333,21.972044736111112,0.0,3.9,0.84,19.413128541666666,18.673128541666667,1528032.155761757,1449703.0754497375
