GPSTime,Imagef,Northing,Easting,Altitude,Site,Date,DateTime,Time,RH,AirTemp,Dewpoint_C,Leaf_Wet_Perc,Srad_mJ,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,STRD,STRD_Clearsky,day
290053.425,Flight3_cam1-000-000224-0,7211085.189071903,328400.0846487426,678.3619995117188,HlangwineEP,2020-01-22,2020-01-22 10:34:13.425,10:34:13,47.57762500000002,29.827435416666663,17.461012083333337,0.0,2.771118749999999,0.5699277083333331,14.89805166666667,14.609459583333336,1489149.622167521,1306708.0237511666,22.0
290055.561,Flight3_cam1-000-000225-0,7211072.935528316,328408.5887083047,679.0028076171875,HlangwineEP,2020-01-22,2020-01-22 10:34:15.561,10:34:15,47.57406500000002,29.82808808333333,17.46043061666667,0.0,2.771296749999999,0.5699692416666664,14.897529533333335,14.60894931666667,1489145.5857083942,1306716.5726544734,22.0
290057.963,Flight3_cam1-000-000226-0,7211057.987124908,328418.91392554564,679.7531127929688,HlangwineEP,2020-01-22,2020-01-22 10:34:17.963,10:34:17,47.57006166666668,29.828822027777772,17.45977673888889,0.0,2.7714969166666656,0.570015947222222,14.89694237777778,14.60837550555556,1489141.0465816048,1306726.1861683978,22.0
290059.431,Flight3_cam1-000-000227-0,7211048.111500174,328425.7817305273,680.2357788085938,HlangwineEP,2020-01-22,2020-01-22 10:34:19.431,10:34:19,47.56761500000003,29.82927058333333,17.45937711666667,0.0,2.7716192499999988,0.5700444916666664,14.896583533333338,14.60802481666667,1489138.2724608192,1306732.0615382732,22.0
290061.433,Flight3_cam1-000-000228-0,7211035.141426329,328434.77411598427,680.9114379882812,HlangwineEP,2020-01-22,2020-01-22 10:34:21.433,10:34:21,47.5642783333333,29.82988230555556,17.45883212777777,0.0,2.771786083333335,0.5700834194444448,14.89609415555555,14.607546561111109,1489134.4892252518,1306740.0741339757,22.0
290063.435,Flight3_cam1-000-000229-0,7211022.09708579,328443.5599652019,681.589599609375,HlangwineEP,2020-01-22,2020-01-22 10:34:23.435,10:34:23,47.56094166666667,29.830494027777775,17.45828713888889,0.0,2.7719529166666663,0.5701223472222222,14.89560477777778,14.607068305555556,1489130.705989685,1306748.086729678,22.0
290066.105,Flight3_cam1-000-000230-0,7211004.294758262,328455.49255344353,682.4419555664062,HlangwineEP,2020-01-22,2020-01-22 10:34:26.105,10:34:26,47.556491666666695,29.831309861111105,17.45756030555556,0.0,2.772175416666665,0.5701742638888885,14.894952111111117,14.606430472222227,1489125.6604157763,1306758.772858811,22.0
290067.439,Flight3_cam1-000-000231-0,7210995.3174255425,328461.40281511145,682.7785034179688,HlangwineEP,2020-01-22,2020-01-22 10:34:27.439,10:34:27,47.55426833333331,29.831717472222227,17.457197161111107,0.0,2.7722865833333343,0.570200202777778,14.89462602222222,14.60611179444444,1489123.1395185504,1306764.1119210825,22.0
290069.441,Flight3_cam1-000-000232-0,7210982.253532433,328470.3661896079,683.2492065429688,HlangwineEP,2020-01-22,2020-01-22 10:34:29.441,10:34:29,47.55093166666668,29.83232919444444,17.456652172222224,0.0,2.772453416666666,0.5702391305555554,14.894136644444446,14.60563353888889,1489119.3562829832,1306772.1245167844,22.0
290071.443,Flight3_cam1-000-000233-0,7210969.135722864,328479.19219754846,683.6998291015625,HlangwineEP,2020-01-22,2020-01-22 10:34:31.443,10:34:31,47.54759499999995,29.83294091666668,17.456107183333327,0.0,2.7726202500000023,0.5702780583333339,14.89364726666666,14.605155283333326,1489115.5730474158,1306780.1371124869,22.0
290073.579,Flight3_cam1-000-000234-0,7210954.940518692,328488.7890920957,684.1609497070312,HlangwineEP,2020-01-22,2020-01-22 10:34:33.579,10:34:33,47.54403499999995,29.833593583333343,17.45552571666666,0.0,2.7727982500000024,0.5703195916666672,14.893125133333326,14.60464501666666,1489111.536588289,1306788.6860157936,22.0
290076.114,Flight3_cam1-000-000235-0,7210938.171465984,328500.1196835924,684.626708984375,HlangwineEP,2020-01-22,2020-01-22 10:34:36.114,10:34:36,47.53981,29.834368166666668,17.45483563333333,0.0,2.7730095,0.5703688833333334,14.892505466666666,14.604039433333332,1489106.7461276683,1306798.8318350269,22.0
290077.449,Flight3_cam1-000-000236-0,7210929.235412962,328506.2365932779,684.8592529296875,HlangwineEP,2020-01-22,2020-01-22 10:34:37.449,10:34:37,47.537584999999964,29.83477608333334,17.45447221666666,0.0,2.7731207500000017,0.5703948416666671,14.892179133333329,14.60372051666666,1489104.223340714,1306804.1748995937,22.0
290079.451,Flight3_cam1-000-000237-0,7210916.048665261,328515.1339544557,685.1878662109375,HlangwineEP,2020-01-22,2020-01-22 10:34:39.451,10:34:39,47.53424833333333,29.835387805555555,17.453927227777775,0.0,2.773287583333333,0.5704337694444445,14.891689755555555,14.603242261111111,1489100.440105147,1306812.1874952957,22.0
290081.453,Flight3_cam1-000-000238-0,7210902.886312037,328524.056775132,685.4658813476562,HlangwineEP,2020-01-22,2020-01-22 10:34:41.453,10:34:41,47.530911666666704,29.835999527777773,17.453382238888892,0.0,2.773454416666665,0.5704726972222218,14.891200377777782,14.60276400555556,1489096.6568695798,1306820.200090998,22.0
290084.122,Flight3_cam1-000-000239-0,7210885.015357751,328535.9946940705,685.7041625976562,HlangwineEP,2020-01-22,2020-01-22 10:34:44.122,10:34:44,47.526463333333375,29.836815055555547,17.452655677777784,0.0,2.7736768333333317,0.5705245944444439,14.890547955555562,14.602126411111117,1489091.6131853994,1306830.8822178356,22.0
290085.457,Flight3_cam1-000-000240-0,7210876.056983476,328542.00343630486,685.802490234375,HlangwineEP,2020-01-22,2020-01-22 10:34:45.457,10:34:45,47.524238333333344,29.83722297222222,17.45229226111111,0.0,2.773788083333333,0.5705505527777777,14.890221622222224,14.601807494444444,1489089.0903984453,1306836.2252824022,22.0
290087.459,Flight3_cam1-000-000241-0,7210862.934945054,328550.80318909907,686.0487670898438,HlangwineEP,2020-01-22,2020-01-22 10:34:47.459,10:34:47,47.52090166666671,29.837834694444435,17.451747272222228,0.0,2.7739549166666646,0.570589480555555,14.88973224444445,14.601329238888896,1489085.307162878,1306844.2378781044,22.0
290089.461,Flight3_cam1-000-000242-0,7210849.767920613,328559.61179136497,686.2526245117188,HlangwineEP,2020-01-22,2020-01-22 10:34:49.461,10:34:49,47.51756499999998,29.83844641666667,17.45120228333333,0.0,2.774121750000001,0.5706284083333335,14.889242866666663,14.60085098333333,1489081.523927311,1306852.2504738069,22.0
290092.13,Flight3_cam1-000-000243-0,7210832.054640362,328571.6447473229,686.5281372070312,HlangwineEP,2020-01-22,2020-01-22 10:34:52.130,10:34:52,47.51311666666666,29.839261944444445,17.45047572222222,0.0,2.7743441666666677,0.5706803055555556,14.888590444444445,14.600213388888887,1489076.4802431306,1306862.9326006446,22.0
290093.465,Flight3_cam1-000-000244-0,7210823.666361872,328577.3021970462,686.6292114257812,HlangwineEP,2020-01-22,2020-01-22 10:34:53.465,10:34:53,47.51089166666662,29.83966986111112,17.45011230555555,0.0,2.774455416666669,0.5707062638888893,14.888264111111106,14.599894472222216,1489073.9574561764,1306868.2756652113,22.0
