,GPSTime,Lat,Lon,Easting,Northing,Altitude,Roll,Pitch,Heading
0,282769.50855729426,-25.215244968679627,31.290536666508633,327783.89732577006,7210123.433374538,563.6080322265625,0.027645500000000003,0.0525549,-0.4382722
1,282769.5885575545,-25.21524496876488,31.290536663008023,327783.8969731621,7210123.43336061,563.6077880859375,0.0276546,0.052568,-0.4382912
2,282769.6685579197,-25.215244968942866,31.290536655699356,327783.8962369771,7210123.433331532,563.6072998046875,0.0276671,0.0525588,-0.43835350000000006
3,282769.74855823006,-25.215244969120956,31.29053664838641,327783.895500361,7210123.433302438,563.6068725585938,0.027671,0.0525713,-0.43840130000000005
4,282769.82855849,-25.215244969230888,31.29053664387227,327783.89504566195,7210123.433284478,563.6065673828125,0.0276788,0.0525843,-0.438416
5,282769.9085588443,-25.215244969268127,31.29053664234316,327783.89489163837,7210123.433278395,563.6064453125,0.0276732,0.0525815,-0.4384219
6,282769.9885590799,-25.21524496927195,31.29053664218622,327783.89487583004,7210123.43327777,563.6064453125,0.0276569,0.0525901,-0.4384453
7,282770.0605594,-25.215244969268706,31.290536642290483,327783.89488633146,7210123.433278263,563.6064453125,0.0276625,0.05259620000000001,-0.4384351
8,282770.1405597598,-25.21524496926537,31.290536642386638,327783.8948960154,7210123.433278755,563.6065063476562,0.0276693,0.052594100000000005,-0.4384232
9,282770.22056002007,-25.21524496925786,31.29053664264839,327783.89492237964,7210123.433279922,563.6065673828125,0.0276639,0.05259860000000001,-0.4384006
10,282770.30056038,-25.21524496926005,31.29053664254532,327783.89491199725,7210123.433279548,563.6065673828125,0.027672700000000005,0.0525993,-0.43840590000000007
11,282770.3805607062,-25.2152449692667,31.29053664226764,327783.89488402684,7210123.433278455,563.6065063476562,0.027659100000000002,0.0526024,-0.4384067
12,282770.46056101006,-25.215244969274146,31.290536641957942,327783.8948528317,7210123.433277234,563.6065063476562,0.027647000000000005,0.0525857,-0.43841680000000005
13,282770.54056131997,-25.21524496928197,31.290536641632684,327783.89482006925,7210123.43327595,563.6065063476562,0.027650300000000003,0.0525712,-0.4383965
14,282770.62056162546,-25.215244969289643,31.290536641313974,327783.89478796616,7210123.433274693,563.6064453125,0.0276323,0.0525501,-0.43841920000000006
15,282770.70056195004,-25.215244969296624,31.290536641023653,327783.8947587226,7210123.433273546,563.6064453125,0.027626,0.052554,-0.4384069
16,282770.7805622601,-25.215244969302482,31.290536640778903,327783.8947340695,7210123.433272585,563.6064453125,0.0276232,0.0525492,-0.4383964
17,282770.8605625743,-25.21524496930671,31.2905366406019,327783.89471624006,7210123.4332718905,563.6063842773438,0.027624000000000003,0.0525447,-0.4384123
18,282770.94056289,-25.215244969309392,31.29053664048883,327783.89470485086,7210123.433271448,563.6063842773438,0.0276271,0.0525575,-0.4384146
19,282771.01256317,-25.21524496931089,31.290536640424992,327783.8946984203,7210123.433271199,563.6063842773438,0.0276397,0.0525685,-0.4384248
20,282771.0925634967,-25.21524496931157,31.29053664039456,327783.8946953549,7210123.433271086,563.6063232421875,0.0276535,0.0525683,-0.4384157
21,282771.17256372,-25.215244969311808,31.290536640382747,327783.894694165,7210123.433271044,563.6063232421875,0.0276419,0.0525739,-0.4384303
22,282771.25256412046,-25.215244969311904,31.29053664037796,327783.8946936831,7210123.433271028,563.6063232421875,0.0276411,0.0525843,-0.4384368
23,282771.33256444364,-25.215244969312288,31.29053664036101,327783.8946919755,7210123.433270963,563.6063232421875,0.02764,0.0525783,-0.43843
24,282771.41256469005,-25.21524496931304,31.290536640328824,327783.89468873333,7210123.433270838,563.6063232421875,0.0276496,0.0525976,-0.4384403
25,282771.49256505,-25.215244969313932,31.290536640291617,327783.89468498563,7210123.433270693,563.6063232421875,0.0276619,0.0525748,-0.43843450000000006
26,282771.57256529125,-25.215244969314696,31.290536640260576,327783.89468185883,7210123.433270568,563.6063232421875,0.0276411,0.05257080000000001,-0.4384237
27,282771.65256567,-25.215244969315137,31.29053664024367,327783.89468015573,7210123.433270497,563.6063232421875,0.0276386,0.052576,-0.4384271
28,282771.73256599205,-25.21524496931518,31.290536640243058,327783.8946800943,7210123.433270492,563.6063232421875,0.0276039,0.0525707,-0.4384287
29,282771.81256630004,-25.21524496931487,31.290536640256875,327783.89468148595,7210123.433270544,563.6063232421875,0.0276167,0.0525766,-0.43842510000000007
30,282771.89256661,-25.21524496931422,31.290536640284333,327783.8946842521,7210123.433270652,563.6063232421875,0.0276159,0.0525841,-0.4384386
31,282771.9725669348,-25.215244969313424,31.29053664031771,327783.89468761405,7210123.433270782,563.6063232421875,0.0276117,0.052585,-0.4384497
32,282772.04456721665,-25.21524496931267,31.290536640348694,327783.89469073515,7210123.433270905,563.6063232421875,0.027605000000000005,0.05256990000000001,-0.4384475
33,282772.12456752005,-25.215244969312117,31.290536640370554,327783.8946929367,7210123.433270995,563.6063232421875,0.0276157,0.05258,-0.4384457
34,282772.2045679145,-25.21524496931188,31.290536640379358,327783.8946938234,7210123.433271032,563.6063232421875,0.0276329,0.05256,-0.4384439
35,282772.2845681,-25.215244969311996,31.290536640373524,327783.89469323587,7210123.433271011,563.6063232421875,0.0276285,0.0525615,-0.4384479
36,282772.36456841003,-25.21524496931255,31.29053664034945,327783.8946908112,7210123.43327092,563.6063232421875,0.0276164,0.0525597,-0.4384430000000001
37,282772.4445687149,-25.215244969313396,31.29053664031389,327783.8946872288,7210123.43327078,563.6063232421875,0.0276208,0.0525426,-0.438439
38,282772.5245691101,-25.21524496931427,31.290536640277903,327783.8946836041,7210123.433270637,563.6063232421875,0.0276288,0.0525264,-0.4384446
39,282772.6045694,-25.21524496931492,31.290536640251855,327783.89468098036,7210123.433270533,563.6063232421875,0.0276263,0.0525362,-0.4384615
40,282772.6845697322,-25.215244969315204,31.290536640241537,327783.8946799411,7210123.433270487,563.6063232421875,0.0276427,0.0525347,-0.4384728
41,282772.76457003003,-25.2152449693151,31.290536640246817,327783.8946804729,7210123.433270505,563.6063232421875,0.0276419,0.05254570000000001,-0.4384819
42,282772.8445702892,-25.21524496931464,31.290536640266595,327783.89468246506,7210123.433270582,563.6063232421875,0.0276549,0.0525346,-0.4384503
