,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,481068.0,33.500770568847656,0.6786076426506042,30.730010986328125,33.04998779296875,33.529998779296875,33.970001220703125,38.410003662109375,481068.0,0.8992767930030823,1.649122953414917,0.0,0.3009999990463257,0.4350000023841858,0.7820000052452087,12.748000144958496,481068.0,247.4987030029297,0.5246702432632446,246.13800048828125,247.125,247.51199340820312,247.9010009765625,248.7899932861328,481068.0,0.9245423759948161,0.09259076901357795,0.0,0.8928571428571429,0.9586776859504132,0.9887640449438202,1.0,481068.0,0.4864539565677244,0.9208114263995224,0.0,0.0,0.03361423663276258,0.565599215897868,10.17519267046476,481068.0,92.45423759948166,9.259076901357794,0.0,89.28571428571429,95.86776859504133,98.87640449438202,100.0,481068.0,33.500770568847656,0.6786076426506042,30.730010986328125,33.04998779296875,33.529998779296875,33.970001220703125,38.410003662109375
Outside,1278404.0,34.13350296020508,0.8701646327972412,31.410003662109375,33.529998779296875,34.04998779296875,34.730010986328125,40.529998779296875,1278404.0,0.41187939047813416,0.5028660893440247,0.0,0.2290000021457672,0.3019999861717224,0.4059999883174896,12.036999702453613,1278404.0,246.82936096191406,1.8302210569381714,243.51400756835938,245.36399841308594,246.16700744628906,248.78500366210938,250.42999267578125,1278404.0,0.9085378720228824,0.10169123616428036,0.0847457627118644,0.867816091954023,0.9411764705882353,0.9832402234636871,1.0,1278404.0,0.1537851462012322,0.5101189897497974,0.0,0.0,0.0,0.013559373970757608,9.489864256726513,1278404.0,90.85378720228825,10.169123616428037,8.47457627118644,86.7816091954023,94.11764705882352,98.32402234636871,100.0,1278404.0,34.13350296020508,0.8701646327972412,31.410003662109375,33.529998779296875,34.04998779296875,34.730010986328125,40.529998779296875
