,site,imgf,tstat,p,cohensd,meandiff,mean_inside,mean_outside,n_inside,n_outside,stddiff,std_inside,std_outside,CVdiff,CV_inside,CV_outside
0,Nkuhlu,Flight2_cam1-000-000201-0.tif,362.5219298445775,0.0,0.8825228,2.1401007,2.7396882,0.59958744,337479,337479,2.0549898,3.2240343,1.1690445,-0.77295935,1.1767888,1.9497482
1,Nkuhlu,Flight2_cam1-001-000217-0.tif,355.28504199694225,0.0,1.0141733,1.8427513,2.7920609,0.9493095,245448,245448,1.0084183,2.2498484,1.24143,-0.50191694,0.80580205,1.307719
2,Nkuhlu,Flight2_cam1-001-000301-0.tif,254.72012380161772,0.0,0.6184787,0.98619163,2.0507162,1.0645245,339240,339240,0.38034987,1.7733378,1.392988,-0.44381344,0.8647407,1.3085542
3,Nkuhlu,Flight2_cam1-002-000147-0.tif,51.16122384038374,0.0,0.950696,1.0954318,1.8882039,0.792772,5792,5792,0.046209574,1.1751151,1.1289055,-0.8016523,0.62234545,1.4239978
