,,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,Northing_uav,Northing_uav,Northing_uav,Northing_uav,Northing_uav,Northing_uav,Northing_uav,Northing_uav,Easting_uav,Easting_uav,Easting_uav,Easting_uav,Easting_uav,Easting_uav,Easting_uav,Easting_uav,Altitude,Altitude,Altitude,Altitude,Altitude,Altitude,Altitude,Altitude,AirTemp,AirTemp,AirTemp,AirTemp,AirTemp,AirTemp,AirTemp,AirTemp,RH,RH,RH,RH,RH,RH,RH,RH,STRD,STRD,STRD,STRD,STRD,STRD,STRD,STRD,Distance,Distance,Distance,Distance,Distance,Distance,Distance,Distance,phi,phi,phi,phi,phi,phi,phi,phi,tau,tau,tau,tau,tau,tau,tau,tau,eVeg,eVeg,eVeg,eVeg,eVeg,eVeg,eVeg,eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg
,,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
imgf,Topo,Exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam1-001-001236-0.tif,Upland,Inside,1367317.0,36.7828369140625,2.1320583820343018,32.209991455078125,35.04998779296875,36.529998779296875,38.329986572265625,49.45001220703125,1367317.0,1.346653938293457,1.3987629413604736,0.0,0.041999999433755875,1.0800000429153442,2.4739999771118164,8.37399959564209,1367317.0,274.5608215332031,1.3686282634735107,268.7699890136719,273.760986328125,274.6390075683594,275.53900146484375,277.32598876953125,1367317.0,0.29582335501337964,0.2307556231214626,0.0,0.06349206349206349,0.29279279279279274,0.48995983935742976,1.0,1367317.0,0.4626687637222695,0.4910156020959811,0.0,0.0,0.288581223552524,0.8836197287147518,2.55055963446089,1367317.0,29.582335501337955,23.075562312146264,0.0,6.349206349206349,29.279279279279276,48.99598393574298,100.0,1367317.0,7372017.787740311,5.587937491088262e-09,7372017.787740305,7372017.787740305,7372017.787740305,7372017.787740305,7372017.787740305,1367317.0,340660.55539532227,1.2223613261755574e-09,340660.5553953235,340660.5553953235,340660.5553953235,340660.5553953235,340660.5553953235,1367317.0,389.4571838378906,0.0,389.4571838378906,389.4571838378906,389.4571838378906,389.4571838378906,389.4571838378906,1367317.0,26.092477677777822,4.2632579735475633e-14,26.09247767777778,26.09247767777778,26.09247767777778,26.09247767777778,26.09247767777778,1367317.0,70.8445150000001,9.947601938277648e-14,70.844515,70.844515,70.844515,70.844515,70.844515,1367317.0,1508089.5699987186,4.656614575906885e-09,1508089.5699987232,1508089.5699987232,1508089.5699987232,1508089.5699987232,1508089.5699987232,1367317.0,114.89633453122445,1.3686282061768213,112.13119506835938,113.91818237304688,114.81817626953125,115.69619750976562,120.68719482421875,1367317.0,4037.05749232207,118.83956186103678,3787.3633047859576,3940.5673299993796,4021.95013873339,4122.354319889662,4777.387373311662,1367317.0,0.9898346026804922,9.105870204809221e-05,0.9894507103990525,0.9897812695957116,0.9898397033569297,0.9898996890357927,0.9900190663887733,1367317.0,0.9512675407385408,0.026214920127206352,0.91,0.91,0.97,0.97,0.97,1367317.0,40.87509268211077,3.215935923001383,34.870146080822394,38.168342689292615,40.434984082253266,43.09942248720563,57.076480924872044
cam1-001-001236-0.tif,Upland,Outside,1868412.0,38.70608139038086,2.6946258544921875,31.850006103515625,36.57000732421875,38.769989013671875,40.6099853515625,49.25,1868412.0,0.8902928829193115,1.266596794128418,0.0,0.026000000536441803,0.05000000074505806,1.7359999418258667,7.164999961853027,1868412.0,278.4801330566406,1.6030163764953613,271.302001953125,277.4339904785156,278.5790100097656,279.70599365234375,281.60699462890625,1868412.0,0.19801261462117664,0.23350509832841776,0.0,0.0,0.07894736842105263,0.37755102040816324,1.0,1868412.0,0.31791898741337726,0.46980793207697175,0.0,0.0,0.0,0.5978085244197279,3.9481620520440197,1868412.0,19.80126146211766,23.350509832841777,0.0,0.0,7.894736842105263,37.755102040816325,100.0,1868412.0,7372017.787740288,1.676381082919117e-08,7372017.787740305,7372017.787740305,7372017.787740305,7372017.787740305,7372017.787740305,1868412.0,340660.55539532163,1.862645647687908e-09,340660.5553953235,340660.5553953235,340660.5553953235,340660.5553953235,340660.5553953235,1868412.0,389.4571838378906,0.0,389.4571838378906,389.4571838378906,389.4571838378906,389.4571838378906,389.4571838378906,1868412.0,26.092477677777715,6.394886333157032e-14,26.09247767777778,26.09247767777778,26.09247767777778,26.09247767777778,26.09247767777778,1868412.0,70.84451500000026,2.557954533262813e-13,70.844515,70.844515,70.844515,70.844515,70.844515,1868412.0,1508089.5699987232,0.0,1508089.5699987232,1508089.5699987232,1508089.5699987232,1508089.5699987232,1508089.5699987232,1868412.0,110.97696894393427,1.6030164245940777,107.85018920898438,109.75119018554688,110.878173828125,112.023193359375,118.15518188476562,1868412.0,4145.286906815296,152.1758877496472,3768.221683266037,4024.1648178724217,4147.13611294392,4251.782783909915,4765.077037278863,1868412.0,0.9900965183235086,0.00010739208982143194,0.9896180724415177,0.990026293040399,0.9901029922790693,0.9901786333401614,0.9903065676902558,1868412.0,0.9387358944386996,0.028903084221663135,0.91,0.91,0.91,0.97,0.97,1868412.0,43.74890937327097,4.1197647292271755,34.503743826239145,40.20555397951459,43.95661127918365,47.06827860529191,56.85733142306805
cam1-001-001262-0.tif,Lowland,Inside,85232.0,35.27547073364258,1.670052409172058,32.089996337890625,33.850006103515625,34.970001220703125,36.649993896484375,40.010009765625,85232.0,2.1183183193206787,2.0049891471862793,0.0,0.032999999821186066,2.2384999990463257,3.999000072479248,6.198999881744385,85232.0,268.7066650390625,0.16002751886844635,268.13800048828125,268.5989990234375,268.7279968261719,268.8240051269531,269.09100341796875,85232.0,0.27238659178072905,0.22709824951625956,0.0,0.030612244897959183,0.27005747126436785,0.4749999999999999,1.0,85232.0,0.5164135971189736,0.5044579962513115,0.0,0.0,0.43461786050197976,0.9722660223512383,1.9244556541223612,85232.0,27.238659178072904,22.709824951625958,0.0,3.061224489795918,27.00574712643678,47.49999999999999,100.0,85232.0,7371762.5771294525,2.7939841143588582e-09,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,85232.0,340987.6071400117,5.820800238247621e-11,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,85232.0,389.961181640625,0.0,389.961181640625,389.961181640625,389.961181640625,389.961181640625,389.961181640625,85232.0,26.107331994444447,3.552734520414808e-15,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,85232.0,70.77961749999999,1.4210938081659232e-14,70.7796175,70.7796175,70.7796175,70.7796175,70.7796175,85232.0,1508394.551949389,6.984960285897146e-10,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,85232.0,121.25451687976972,0.16002752001454615,120.87017822265625,121.13717651367188,121.23318481445312,121.3621826171875,121.82318115234375,85232.0,3953.5714692743168,91.69323103587172,3780.9758225451023,3875.3592930754767,3936.199164933319,4028.594805860469,4217.480251331919,85232.0,0.9894131053907399,1.0546132595994733e-05,0.9893756429407254,0.9894060089216201,0.9894145099730275,0.9894208381195241,0.9894384417117469,85232.0,0.9486884034165571,0.027910219960471765,0.91,0.91,0.97,0.97,0.97,85232.0,39.5425007506793,2.8759062854166118,34.95044028662198,37.00940813961596,39.12120656585077,41.46007128721587,47.15302146078761
cam1-001-001262-0.tif,Lowland,Outside,3167668.0,36.81412887573242,2.4817142486572266,30.1300048828125,34.769989013671875,37.04998779296875,38.769989013671875,44.850006103515625,3167668.0,0.9696232080459595,1.6501786708831787,0.0,0.023000000044703484,0.04399999976158142,1.850000023841858,14.012999534606934,3167668.0,268.0237121582031,1.4335256814956665,262.9939880371094,267.6029968261719,268.28900146484375,268.8529968261719,270.875,3167668.0,0.1938754032103373,0.25221613426182665,0.0,0.0,0.043478260869565216,0.3695090439276485,1.0,3167668.0,0.32151380980241584,0.5143521817991552,0.0,0.0,0.0,0.5599344747647472,3.6997898454316602,3167668.0,19.387540321033732,25.221613426182678,0.0,0.0,4.3478260869565215,36.95090439276485,100.0,3167668.0,7371762.577129401,4.842878152423801e-08,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,3167668.0,340987.6071400084,3.201421855568619e-09,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,3167668.0,389.961181640625,0.0,389.961181640625,389.961181640625,389.961181640625,389.961181640625,389.961181640625,3167668.0,26.107331994444397,4.6185285114515315e-14,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,3167668.0,70.77961750000026,2.557954252496233e-13,70.7796175,70.7796175,70.7796175,70.7796175,70.7796175,3167668.0,1508394.5519493828,5.587936329719771e-09,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,3167668.0,121.93758857754634,1.433525644626266,119.086181640625,121.10818481445312,121.67218017578125,122.35818481445312,126.96719360351562,3167668.0,4039.183886255177,137.49866788863045,3677.6254940390136,3925.2897737285466,4050.794516702438,4147.13611294392,4499.163517252089,3167668.0,0.989368216198056,9.424319450042195e-05,0.9890382790417794,0.9893404298859019,0.9893855869431425,0.9894227492240866,0.989556256074345,3167668.0,0.9364311948095576,0.028764075505142,0.91,0.91,0.91,0.97,0.97,3167668.0,42.01682323587087,3.989390535634633,32.81704409288369,38.491832377546146,42.38844858561765,45.56060962469404,52.3059339714809
cam1-001-001262-0.tif,Upland,Outside,407421.0,38.189937591552734,1.9965972900390625,32.69000244140625,36.730010986328125,38.649993896484375,39.649993896484375,44.170013427734375,407421.0,0.6428096890449524,1.070641040802002,0.0,0.02500000037252903,0.041999999433755875,1.1540000438690186,6.315000057220459,407421.0,271.3258056640625,0.6262491345405579,269.9880065917969,270.7969970703125,271.2250061035156,271.79998779296875,273.0419921875,407421.0,0.15868045149685725,0.22216106198675162,0.0,0.0,0.034482758620689655,0.2635135135135135,0.9541666666666667,407421.0,0.23203014822992568,0.42559423621056536,0.0,0.0,0.0,0.2666641681424523,2.341914363288715,407421.0,15.86804514968572,22.21610619867516,0.0,0.0,3.4482758620689653,26.351351351351347,95.41666666666667,407421.0,7371762.577129445,4.6566185878312285e-09,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,7371762.57712945,407421.0,340987.60714001197,3.4924639408734214e-10,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,340987.6071400116,407421.0,389.961181640625,0.0,389.961181640625,389.961181640625,389.961181640625,389.961181640625,389.961181640625,407421.0,26.10733199444442,2.486902627168167e-14,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,26.107331994444444,407421.0,70.77961749999996,4.263261646574001e-14,70.7796175,70.7796175,70.7796175,70.7796175,70.7796175,407421.0,1508394.5519493886,2.328309293915614e-10,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,1508394.5519493883,407421.0,118.63540173060271,0.6262491042813667,116.919189453125,118.16119384765625,118.73617553710938,119.1641845703125,119.97317504882812,407421.0,4115.449438359621,111.67953746282937,3812.9842956824655,4033.0295775165227,4140.3684703714225,4196.980582219928,4458.9040808833215,407421.0,0.9895861000268964,4.145653089040796e-05,0.9894976373094957,0.989551097732252,0.9895794100267072,0.9896174753331519,0.989699821378521,407421.0,0.9346368743879182,0.02821046530823051,0.91,0.91,0.91,0.97,0.97,407421.0,43.54683763635998,3.4941752280150884,35.3871756297184,40.79424898170896,44.171409042158245,46.51780741390064,51.58281982641569
cam1-001-001380-0.tif,Lowland,Inside,1649102.0,36.019493103027344,2.2575571537017822,31.1300048828125,34.25,35.57000732421875,37.6099853515625,45.489990234375,1649102.0,2.0558972358703613,1.9320060014724731,0.0,0.04100000113248825,2.046999931335449,3.5910000801086426,8.965999603271484,1649102.0,269.23626708984375,0.523485004901886,267.2770080566406,268.8389892578125,269.1820068359375,269.62701416015625,270.6709899902344,1649102.0,0.29934406101661737,0.22806341104508784,0.0,0.06217616580310881,0.31250000000000006,0.49019607843137264,1.0,1649102.0,0.5336953047788485,0.4968974258221282,0.0,0.0,0.48925825295045244,0.9543207396050379,3.541990390427684,1649102.0,29.934406101661736,22.806341104508792,0.0,6.217616580310881,31.250000000000007,49.019607843137265,100.0,1649102.0,7371799.299054841,2.421439428169445e-08,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,1649102.0,340754.53136383725,5.82076785617655e-11,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,1649102.0,388.6326599121094,0.0,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,1649102.0,26.17469227777775,2.842171804773706e-14,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,1649102.0,70.48532499999978,2.1316288535802797e-13,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,1649102.0,1509777.5620917878,4.423783570694179e-09,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,1649102.0,119.39639903016379,0.5234850189862558,117.961669921875,119.00564575195312,119.45065307617188,119.79367065429688,121.35565185546875,1649102.0,3994.9904334778657,125.11337720489462,3730.1242187958114,3897.0180682317687,3969.0415781831034,4082.0043666010315,4537.258653912706,1649102.0,0.9895348262151974,3.460756145532265e-05,0.9894055017464704,0.9895085590798945,0.989531225404156,0.9895606498009837,0.9896297620028384,1649102.0,0.9517801567155938,0.026598923538182308,0.91,0.91,0.97,0.97,0.97,1649102.0,40.08284176106686,3.5005613724299596,33.80643242769787,37.22067840534055,39.17061565518094,42.548499430681034,52.96521645556936
cam1-001-001380-0.tif,Lowland,Outside,280658.0,39.27665328979492,2.4707252979278564,32.730010986328125,37.529998779296875,39.80999755859375,40.970001220703125,49.489990234375,280658.0,0.5843726396560669,0.9935587048530579,0.0,0.020999999716877937,0.032999999821186066,0.9440000057220459,5.0,280658.0,269.57635498046875,0.4116368591785431,268.7799987792969,269.2250061035156,269.54998779296875,269.9119873046875,270.5580139160156,280658.0,0.14757372578461034,0.22679206115358105,0.0,0.0,0.015625,0.23255813953488372,1.0,280658.0,0.2282794835751775,0.4345787786942659,0.0,0.0,0.0,0.23409979005828485,2.5172895406027274,280658.0,14.757372578461027,22.679206115358106,0.0,0.0,1.5625,23.25581395348837,100.0,280658.0,7371799.299054811,5.587945402781235e-09,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,280658.0,340754.53136383736,1.746232938369136e-10,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,280658.0,388.6326599121094,0.0,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,280658.0,26.1746922777778,2.1316320048451367e-14,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,280658.0,70.48532500000005,5.684352012920365e-14,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,280658.0,1509777.562091783,4.656621168984363e-10,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,280658.0,119.05631130095009,0.4116368576516122,118.07464599609375,118.72067260742188,119.08267211914062,119.40765380859375,119.8526611328125,280658.0,4177.264601870101,139.53489121103235,3815.124802159746,4077.5372660510066,4206.083612981476,4272.449651245217,4779.850258633741,280658.0,0.9895573077293995,2.722685620536083e-05,0.989504662295685,0.9895340676435471,0.9895555552157675,0.9895795036729662,0.9896222772127057,280658.0,0.9314014565770441,0.027769755734971095,0.91,0.91,0.91,0.97,0.97,280658.0,44.90834119233437,3.7481948825785203,35.4273044402247,42.37443272595857,45.59470826200507,47.897518037667965,57.15289416320877
cam1-001-001380-0.tif,Upland,Inside,508697.0,37.76522445678711,2.5202245712280273,31.889984130859375,35.730010986328125,37.69000244140625,39.80999755859375,46.69000244140625,508697.0,1.505256175994873,1.6425392627716064,0.0,0.04100000113248825,0.871999979019165,2.8450000286102295,6.551000118255615,508697.0,271.39447021484375,0.8116453289985657,269.97198486328125,270.7550048828125,271.2489929199219,271.97198486328125,273.77801513671875,508697.0,0.3050387100795782,0.24756915666990073,0.0,0.058823529411764705,0.2857142857142857,0.5080645161290323,1.0,508697.0,0.46269234220345506,0.5256101768533996,0.0,0.0,0.2316658766655393,0.8847305839565549,5.03156487431585,508697.0,30.503871007957834,24.75691566699007,0.0,5.88235294117647,28.57142857142857,50.806451612903224,100.0,508697.0,7371799.299054806,1.0244558390186266e-08,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,7371799.299054816,508697.0,340754.53136383736,1.74623154378175e-10,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,340754.5313638372,508697.0,388.6326599121094,0.0,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,388.6326599121094,508697.0,26.174692277777766,1.421086868311971e-14,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,26.17469227777778,508697.0,70.48532500000003,4.263260604935913e-14,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,70.48532499999999,508697.0,1509777.562091783,4.656617450084666e-10,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,1509777.5620917834,508697.0,117.23816547083304,0.8116453006367389,114.85464477539062,116.66067504882812,117.3836669921875,117.87765502929688,118.66067504882812,508697.0,4092.2186023798195,141.1238693220489,3770.3443645761517,3977.8290332446095,4086.4762660738934,4206.083612981476,4609.223865647223,508697.0,0.989677763755749,5.3860070825863494e-05,0.9895834742311755,0.9896353289777131,0.9896680769774694,0.98971605429129,0.9898361529968894,508697.0,0.9503895639250868,0.026423286668969877,0.91,0.91,0.97,0.97,0.97,508697.0,41.96225460326798,3.7242376630063356,34.56425519379343,38.828943945120216,41.69096517827779,44.67013504860023,54.21429184124304
