,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
imgf,Exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight3_cam1-001-000162-0.tif,Inside,1671248.0,29.6820125579834,1.1538081169128418,27.1300048828125,28.889984130859375,29.529998779296875,30.209991455078125,35.92999267578125,1671248.0,1.5940958261489868,1.7770668268203735,0.0,0.2619999945163727,0.8370000123977661,2.4769999980926514,12.163000106811523,1671248.0,570.7805786132812,1.0269744396209717,567.656982421875,570.072021484375,570.9580078125,571.5900268554688,573.197998046875,1671248.0,0.6712707114997986,0.22095801701539386,0.0,0.5411764705882353,0.7106741573033708,0.8432700993676603,1.0,1671248.0,0.6502668604669779,0.7557030456786911,0.0,0.015904593518557626,0.2718843701842615,1.24262436900317,8.379309484052852,1671248.0,67.12707114997981,22.095801701539376,0.0,54.11764705882353,71.06741573033707,84.32700993676603,100.0
Flight3_cam1-001-000162-0.tif,Outside,701032.0,29.98430633544922,1.127273440361023,27.3699951171875,29.010009765625,29.92999267578125,30.92999267578125,33.6099853515625,701032.0,1.5189138650894165,2.176063299179077,0.0,0.10899999737739563,0.27900001406669617,2.372999906539917,14.225000381469727,701032.0,576.3548583984375,0.6501770615577698,574.7830200195312,575.8619995117188,576.3280029296875,576.8300170898438,578.72998046875,701032.0,0.49201445114241427,0.22657616481215243,0.0,0.3235294117647059,0.5,0.6666666666666666,1.0,701032.0,0.3937110009094081,0.5572659867071078,0.0,0.0,0.06042755719299319,0.7344936255453826,5.278114659230519,701032.0,49.20144511424142,22.65761648121524,0.0,32.35294117647059,50.0,66.66666666666666,100.0
Flight3_cam1-001-000175-0.tif,Inside,1605152.0,30.08821678161621,1.347912073135376,27.010009765625,28.92999267578125,30.089996337890625,31.1300048828125,35.45001220703125,1605152.0,1.944687008857727,2.2534449100494385,0.0,0.13899999856948853,0.7689999938011169,3.7019999027252197,10.194000244140625,1605152.0,575.909912109375,1.7006356716156006,572.8389892578125,574.4429931640625,575.85302734375,577.35400390625,579.4199829101562,1605152.0,0.5272433567451983,0.2253064851459821,0.0,0.3559322033898305,0.5522875816993464,0.7040816326530612,1.0,1605152.0,0.5094737436003023,0.6202481948133087,0.0,0.0,0.15398218835950503,0.9989333485157973,6.073238613219205,1605152.0,52.72433567451983,22.5306485145982,0.0,35.59322033898305,55.22875816993464,70.40816326530613,100.0
Flight3_cam1-001-000175-0.tif,Outside,680480.0,30.303361892700195,0.9933921694755554,27.410003662109375,29.730010986328125,30.3699951171875,30.92999267578125,34.889984130859375,680480.0,1.0247142314910889,1.8906303644180298,0.0,0.11100000143051147,0.19099999964237213,1.0089999437332153,11.987000465393066,680480.0,576.0719604492188,0.8064619302749634,574.614013671875,575.4320068359375,575.9550170898438,576.60400390625,578.343994140625,680480.0,0.4874414303261907,0.21487354661242508,0.0,0.3230769230769231,0.4861111111111111,0.65,1.0,680480.0,0.2491341063208754,0.48510495116135627,0.0,0.0,0.015444092187820556,0.16409917584283126,5.606720761813071,680480.0,48.74414303261908,21.48735466124251,0.0,32.30769230769231,48.61111111111111,65.0,100.0
Flight3_cam1-001-000200-0.tif,Inside,1687528.0,28.704345703125,1.197108507156372,26.04998779296875,27.69000244140625,28.69000244140625,29.649993896484375,33.329986572265625,1687528.0,2.5369107723236084,2.9496536254882812,0.0,0.14000000059604645,0.8830000162124634,4.7220001220703125,12.484000205993652,1687528.0,591.0642700195312,1.5494592189788818,587.7119750976562,589.7319946289062,591.0170288085938,592.43701171875,594.6090087890625,1687528.0,0.5943245198951748,0.22658873608319546,0.0,0.42857142857142855,0.625,0.7647058823529411,1.0,1687528.0,0.6842977703215296,0.9476082206592092,0.0,0.0,0.3359429427256021,1.160961072614348,10.131529215576482,1687528.0,59.432451989517496,22.65887360831954,0.0,42.857142857142854,62.5,76.47058823529412,100.0
Flight3_cam1-001-000200-0.tif,Outside,498712.0,28.559871673583984,0.9644384980201721,26.57000732421875,27.730010986328125,28.489990234375,29.290008544921875,33.92999267578125,498712.0,2.113697052001953,2.2338271141052246,0.0,0.1080000028014183,0.968999981880188,4.010000228881836,9.751999855041504,498712.0,589.324951171875,1.5267810821533203,585.0809936523438,587.9439697265625,589.333984375,590.6229858398438,592.4130249023438,498712.0,0.5023233115364909,0.22879389612649323,0.0,0.3225806451612903,0.5438596491228069,0.6808510638297872,1.0,498712.0,0.5727023982668007,0.6345900925412535,0.0,0.0,0.27576940914926507,1.126866267022278,7.700295203420115,498712.0,50.2323311536491,22.87938961264933,0.0,32.25806451612903,54.38596491228069,68.08510638297872,100.0
Flight3_cam1-001-000217-0.tif,Inside,1266632.0,27.452007293701172,0.9252921342849731,25.529998779296875,26.730010986328125,27.290008544921875,28.010009765625,32.6099853515625,1266632.0,3.391660213470459,3.046994686126709,0.0,0.3140000104904175,2.88100004196167,5.940000057220459,13.531000137329102,1266632.0,597.3911743164062,0.7927250862121582,595.8099975585938,596.7529907226562,597.3150024414062,597.9459838867188,599.6939697265625,1266632.0,0.6307346856848549,0.19789152414003963,0.0,0.5321100917431193,0.6666666666666666,0.7694805194805194,1.0,1266632.0,0.7818326122888529,0.6524237375354722,0.0,0.09092474815351458,0.7716144611048577,1.3163413451209978,6.057044192753966,1266632.0,63.073468568485445,19.78915241400397,0.0,53.21100917431193,66.66666666666666,76.94805194805194,100.0
Flight3_cam1-001-000217-0.tif,Outside,353176.0,27.515941619873047,0.7480437159538269,26.209991455078125,26.970001220703125,27.329986572265625,27.92999267578125,32.489990234375,353176.0,2.372899293899536,2.035630464553833,0.0,0.15800000727176666,2.549999952316284,4.050000190734863,8.92300033569336,353176.0,593.4165649414062,0.6883297562599182,591.708984375,592.9199829101562,593.385986328125,593.8980102539062,595.3200073242188,353176.0,0.5536335491948966,0.22668805440520542,0.0,0.4122137404580153,0.5982905982905984,0.7183098591549296,1.0,353176.0,0.7750982767359264,0.6703820063850465,0.0,0.029630171570281173,0.7863410145811238,1.3260896734870031,4.0138697017861755,353176.0,55.36335491948966,22.668805440520547,0.0,41.221374045801525,59.82905982905984,71.83098591549296,100.0
Flight3_cam1-001-000349-0.tif,Inside,1154400.0,28.891590118408203,1.31485915184021,25.730010986328125,27.80999755859375,29.04998779296875,29.970001220703125,32.889984130859375,1154400.0,2.0500221252441406,2.5715420246124268,0.0,0.11999999731779099,0.39500001072883606,4.0320000648498535,13.208999633789062,1154400.0,583.6369018554688,2.4804577827453613,578.9559936523438,581.3930053710938,583.5689697265625,585.8610229492188,588.2319946289062,1154400.0,0.5146467656331101,0.21376725692713858,0.0,0.35064935064935066,0.521978021978022,0.675531914893617,1.0,1154400.0,0.4670074683741286,0.6903420442523672,0.0,0.0,0.08277043232570873,0.8637883244735602,9.608178696822877,1154400.0,51.46467656331103,21.37672569271385,0.0,35.064935064935064,52.197802197802204,67.5531914893617,100.0
Flight3_cam1-001-000349-0.tif,Outside,195616.0,29.063724517822266,1.3366466760635376,26.290008544921875,28.010009765625,29.089996337890625,30.04998779296875,35.290008544921875,195616.0,1.3403388261795044,1.9701231718063354,0.0,0.08799999952316284,0.1720000058412552,2.6059999465942383,10.081000328063965,195616.0,583.4917602539062,1.9984452724456787,578.8140258789062,582.8427581787109,584.1585083007812,584.9000244140625,586.4290161132812,195616.0,0.4414356769597281,0.2551337272630836,0.0,0.21951219512195122,0.45,0.6476190476190476,1.0,195616.0,0.37087816532274975,0.5820009168304415,0.0,0.0,0.0,0.6873905289046013,3.891820298110626,195616.0,44.14356769597282,25.513372726308358,0.0,21.951219512195124,45.0,64.76190476190476,100.0
Flight4_cam1-001-000165-0.tif,Inside,654928.0,27.118528366088867,0.5672928094863892,25.769989013671875,26.69000244140625,27.170013427734375,27.529998779296875,29.57000732421875,654928.0,1.762880802154541,2.2293238639831543,0.0,0.17100000381469727,0.4480000138282776,3.0950000286102295,10.215999603271484,654928.0,572.8384399414062,0.9300667643547058,570.47998046875,572.1749877929688,572.9030151367188,573.489990234375,575.0089721679688,654928.0,0.6349405868054223,0.1793595724926761,0.0,0.5192307692307693,0.6511627906976745,0.7671232876712328,1.0,654928.0,0.4779253472575846,0.6397201934963518,0.0,0.0,0.07101337691381952,0.9458197782463609,5.5808739301291475,654928.0,63.49405868054228,17.935957249267606,0.0,51.92307692307693,65.11627906976744,76.71232876712328,100.0
Flight4_cam1-001-000165-0.tif,Outside,1093288.0,27.139440536499023,0.5237959027290344,25.730010986328125,26.730010986328125,27.170013427734375,27.489990234375,29.6099853515625,1093288.0,1.6058117151260376,2.291512966156006,0.0,0.13300000131130219,0.3700000047683716,2.1489999294281006,13.503000259399414,1093288.0,576.0565185546875,0.9854056239128113,574.0070190429688,575.2999877929688,576.0469970703125,576.8460083007812,578.4730224609375,1093288.0,0.5622271365035122,0.1982498529966275,0.0,0.4246575342465753,0.5819892473118279,0.7058823529411765,1.0,1093288.0,0.4380630441784093,0.5681766491996212,0.0,0.0,0.07644242564039548,0.8786478644231266,5.143836053555259,1093288.0,56.22271365035124,19.824985299662757,0.0,42.465753424657535,58.198924731182785,70.58823529411765,100.0
Flight4_cam1-001-000378-0.tif,Inside,641896.0,27.025175094604492,0.6304345726966858,25.489990234375,26.529998779296875,27.089996337890625,27.410003662109375,29.6099853515625,641896.0,1.522190809249878,1.9824810028076172,0.0,0.17000000178813934,0.35100001096725464,2.6059999465942383,9.130999565124512,641896.0,572.332275390625,0.7077473402023315,570.260986328125,571.8309936523438,572.3400268554688,572.8740234375,574.406982421875,641896.0,0.6217128774331615,0.18562638866875647,0.0,0.5051546391752577,0.6363636363636364,0.7538461538461538,1.0,641896.0,0.3660924536681469,0.5386197651292761,0.0,0.0,0.027211304111557196,0.6872354095641686,5.1939920969166495,641896.0,62.171287743316135,18.562638866875645,0.0,50.51546391752577,63.63636363636363,75.38461538461539,100.0
Flight4_cam1-001-000378-0.tif,Outside,1220432.0,27.019018173217773,0.5446479916572571,25.489990234375,26.6099853515625,27.089996337890625,27.410003662109375,29.57000732421875,1220432.0,1.4235148429870605,1.9426536560058594,0.0,0.1469999998807907,0.4749999940395355,1.9329999685287476,10.954999923706055,1220432.0,576.1205444335938,1.1034650802612305,573.4600219726562,575.2080078125,576.093017578125,577.0390014648438,579.947998046875,1220432.0,0.5714522761500164,0.1877797670952806,0.0,0.4444444444444444,0.5859704641350211,0.7061855670103093,1.0,1220432.0,0.3850893818625215,0.5232860295786302,0.0,0.0,0.06317484199577054,0.7505275249419462,4.376570124594821,1220432.0,57.14522761500167,18.77797670952806,0.0,44.44444444444444,58.597046413502106,70.61855670103093,100.0
Flight4_cam1-002-000219-0.tif,Inside,826664.0,27.678367614746094,0.6510520577430725,26.170013427734375,27.170013427734375,27.6099853515625,28.04998779296875,31.010009765625,826664.0,0.8992437720298767,1.139890193939209,0.0,0.16699999570846558,0.3930000066757202,1.1360000371932983,7.1479997634887695,826664.0,571.4782104492188,0.7836251854896545,569.5659790039062,570.844970703125,571.5150146484375,572.1190185546875,573.1279907226562,826664.0,0.6730653917153375,0.20823792657441656,0.0,0.5256410256410257,0.6945996275605214,0.8461538461538461,1.0,826664.0,0.33809407436346933,0.565642623241699,0.0,0.0,0.03053494426157684,0.45697907886938327,5.933599215741269,826664.0,67.30653917153377,20.823792657441654,0.0,52.56410256410257,69.45996275605214,84.61538461538461,100.0
