,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Exclosure,Topo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,Upland,1292184.0,39.16510772705078,2.547257423400879,33.410003662109375,37.170013427734375,38.769989013671875,40.850006103515625,52.529998779296875,1292184.0,2.264409065246582,1.9502530097961426,0.0,0.8159999847412109,1.9240000247955322,3.128000020980835,13.187000274658203,1292184.0,238.33657836914062,2.8506829738616943,231.4320068359375,236.718994140625,239.17599487304688,240.41600036621094,242.74600219726562,1292184.0,0.6664855693190237,0.16779924437526608,0.0,0.5714285714285714,0.6754385964912281,0.78,1.0,1292184.0,0.9359541086835723,0.7046259554784955,0.0,0.3118773830440507,0.9255490791727046,1.3996425109177104,7.657282792978191,1292184.0,66.64855693190238,16.779924437526606,0.0,57.14285714285714,67.54385964912281,78.0,100.0
Outside,Upland,1590732.0,39.31892776489258,2.6455159187316895,32.57000732421875,37.290008544921875,39.25,41.1300048828125,61.329986572265625,1590732.0,0.9804885387420654,1.2906876802444458,0.0,0.09200000017881393,0.22300000488758087,1.7680000066757202,9.840999603271484,1590732.0,239.78941345214844,3.269514560699463,231.88800048828125,237.36700439453125,240.38600158691406,242.3070068359375,246.0469970703125,1590732.0,0.5159297096068027,0.22398282715772175,0.0,0.36363636363636365,0.5384615384615384,0.6818181818181818,1.0,1590732.0,0.38759232917643155,0.5378357914103752,0.0,0.0,0.05333649416432259,0.7312872278429854,5.416100402204421,1590732.0,51.592970960680326,22.398282715772158,0.0,36.36363636363637,53.84615384615385,68.18181818181817,100.0
