site,count,mean,std,min,25%,50%,75%,max
Hlangwine,9.0,1.3775736093521118,0.2814224064350128,0.8584937453269958,1.362812876701355,1.4250800609588623,1.4678925275802612,1.8450143337249756
Letaba,6.0,1.5627492666244507,0.1671029031276703,1.3167657852172852,1.4585639238357544,1.5874476432800293,1.6895134449005127,1.7456961870193481
Nkuhlu,3.0,1.346756935119629,0.06689378619194031,1.3077189922332764,1.3081365823745728,1.3085541725158691,1.36627596616745,1.4239977598190308
RoanCamp,30.0,2.500453472137451,0.8470890522003174,1.2356042861938477,1.6639735698699951,2.6599878072738647,3.2132259607315063,4.25322961807251
