,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Exclosure,Topo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,Lowland,9573104.0,28.682104110717773,1.3166745901107788,25.80999755859375,27.730010986328125,28.57000732421875,29.329986572265625,34.69000244140625,9573104.0,1.4472389221191406,2.0275392532348633,0.0,0.13899999856948853,0.2980000078678131,2.114000082015991,12.192999839782715,9573104.0,561.9817504882812,6.554546356201172,543.1950073242188,559.1849975585938,563.9509887695312,566.5689697265625,572.6229858398438,9573104.0,0.5719613359931617,0.20231399778067452,0.0,0.42727272727272725,0.5833333333333334,0.7222222222222222,1.0,9573104.0,0.39501853029124256,0.591485440249167,0.0,0.0,0.03478348542373844,0.7102458695553293,8.439125152732002,9573104.0,57.19613359931612,20.23139977806746,0.0,42.72727272727273,58.333333333333336,72.22222222222221,100.0
Outside,Lowland,10059344.0,29.6066837310791,1.4264028072357178,26.04998779296875,28.529998779296875,29.45001220703125,30.69000244140625,35.649993896484375,10059344.0,0.693390965461731,1.4386786222457886,-0.06400000303983688,0.08799999952316284,0.14900000393390656,0.5440000295639038,15.461000442504883,10059344.0,556.4658813476562,5.333011627197266,541.3740234375,552.8519897460938,556.0579833984375,560.1199951171875,571.135986328125,10059344.0,0.46796924272372453,0.2563661073730133,0.0,0.2653061224489796,0.46153846153846156,0.6666666666666666,1.0,10059344.0,0.19047658904147732,0.4162306181333035,0.0,0.0,0.0,0.11864817750489177,8.188689124444195,10059344.0,46.7969242723725,25.636610737301343,0.0,26.53061224489796,46.15384615384615,66.66666666666666,100.0
