site,count,mean,std,min,25%,50%,75%,max
BuffaloCamp,6.0,7.659179106485449e-206,0.0,0.0,0.0,0.0,0.0,4.5955074638912696e-205
Hlangwine,18.0,6.408373393154762e-72,2.718842569605107e-71,0.0,0.0,0.0,1.9179283560843293e-218,1.1535072107678572e-70
Letaba,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makhohlola,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nkuhlu,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoanCamp,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
