,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg,Temperature_eVeg
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,35483830.0,34.48577117919922,2.2901952266693115,28.410003662109375,32.850006103515625,34.25,35.769989013671875,49.410003662109375,35483830.0,1.4114646911621094,2.2085511684417725,0.0,0.10599999874830246,0.23000000417232513,1.902999997138977,14.020000457763672,35483830.0,392880.9375,3485.906494140625,386668.0,390114.0,391791.0,396704.0,398998.0,35483830.0,0.529120543389094,0.25379867386796007,0.0,0.3412698412698413,0.5606060606060606,0.7261904761904762,1.0,35483830.0,0.34105063547293596,0.537021439873381,0.0,0.0,0.0,0.6013297484116349,10.125271206894157,35483830.0,52.912054338909044,25.379867386796082,0.0,34.12698412698413,56.060606060606055,72.61904761904762,100.0,35483830.0,34.48577117919922,2.2901952266693115,28.410003662109375,32.850006103515625,34.25,35.769989013671875,49.410003662109375
Outside,25981860.0,36.216896057128906,2.6186187267303467,28.92999267578125,34.290008544921875,36.6099853515625,38.1300048828125,47.489990234375,25981860.0,0.24634960293769836,0.5483888983726501,-0.08100000023841858,0.03400000184774399,0.06400000303983688,0.15000000596046448,13.248000144958496,25981860.0,391374.03125,3401.25537109375,385560.0,388947.0,390470.0,392987.0,399022.0,25981860.0,0.2903328256642766,0.30104732115966604,0.0,0.028985507246376812,0.17647058823529413,0.5,1.0,25981860.0,0.1072728946062234,0.34889465602472697,0.0,0.0,0.0,0.0,8.908694592507013,25981860.0,29.033282566427594,30.104732115966602,0.0,2.898550724637681,17.647058823529413,50.0,100.0,25981860.0,36.216896057128906,2.6186187267303467,28.92999267578125,34.290008544921875,36.6099853515625,38.1300048828125,47.489990234375
