name,date,time,STRD,STRD_Clearsky
BuffaloCamp,21012020,1/21/2020 5:00,1330614.364,1211792.374
BuffaloCamp,21012020,1/21/2020 6:00,1261379.836,1226946.681
BuffaloCamp,21012020,1/21/2020 7:00,1313147.409,1248368.441
BuffaloCamp,21012020,1/21/2020 8:00,1327068.222,1267256.161
BuffaloCamp,21012020,1/21/2020 9:00,1439348.039,1281263.463
BuffaloCamp,21012020,1/21/2020 10:00,1386030.386,1286425.881
BuffaloCamp,21012020,1/21/2020 11:00,1401691.166,1295888.641
BuffaloCamp,21012020,1/21/2020 12:00,1418916.372,1299937.257
BuffaloCamp,21012020,1/21/2020 13:00,1449920.726,1304531.689
BuffaloCamp,21012020,1/21/2020 14:00,1413124.683,1304660.699
BuffaloCamp,21012020,1/21/2020 15:00,1452659.962,1302391.499
BuffaloCamp,21012020,1/21/2020 16:00,1436645.151,1298639.597
BuffaloCamp,21012020,1/21/2020 17:00,1342818.953,1293613.261
BuffaloCamp,21012020,1/21/2020 18:00,1337789.121,1282593.132
HlangwineF1F2,22012020,1/22/2020 4:00,1423274.903,1236485.025
HlangwineF1F2,22012020,1/22/2020 5:00,1393620.406,1235380.316
HlangwineF1F2,22012020,1/22/2020 6:00,1409876.543,1241105.924
HlangwineF1F2,22012020,1/22/2020 7:00,1429033.787,1261401.681
HlangwineF1F2,22012020,1/22/2020 8:00,1442562.598,1267572.127
HlangwineF1F2,22012020,1/22/2020 9:00,1482839.607,1292385.965
HlangwineF1F2,22012020,1/22/2020 10:00,1493030.037,1298489.61
HlangwineF1F2,22012020,1/22/2020 11:00,1486227.016,1312897.874
HlangwineF1F2,22012020,1/22/2020 12:00,1500605.607,1325932.459
HlangwineF1F2,22012020,1/22/2020 13:00,1484830.568,1328158.076
HlangwineF1F2,22012020,1/22/2020 14:00,1480116.125,1331088.116
HlangwineF1F2,22012020,1/22/2020 15:00,1496244.363,1336223.926
HlangwineF1F2,22012020,1/22/2020 16:00,1449375.483,1333921.769
HlangwineF1F2,22012020,1/22/2020 17:00,1410821.857,1327582.354
HlangwineF1F2,22012020,1/22/2020 18:00,1421570.417,1315336.77
HlangwineF3,23012020,1/23/2020 4:00,1325242.794,1282008.993
HlangwineF3,23012020,1/23/2020 5:00,1305844.925,1278563.306
HlangwineF3,23012020,1/23/2020 6:00,1341349.457,1292772.172
HlangwineF3,23012020,1/23/2020 7:00,1457639.861,1315502.675
HlangwineF3,23012020,1/23/2020 8:00,1498571.303,1329728.382
HlangwineF3,23012020,1/23/2020 9:00,1520266.542,1334811.626
HlangwineF3,23012020,1/23/2020 10:00,1534422.677,1339256.48
HlangwineF3,23012020,1/23/2020 11:00,1545088.708,1345209.092
HlangwineF3,23012020,1/23/2020 12:00,1539976.035,1354514.517
HlangwineF3,23012020,1/23/2020 13:00,1538754.604,1359084.503
HlangwineF3,23012020,1/23/2020 14:00,1518651.562,1361455.367
HlangwineF3,23012020,1/23/2020 15:00,1505981.629,1352847.337
HlangwineF3,23012020,1/23/2020 16:00,1505413.762,1353234.259
HlangwineF3,23012020,1/23/2020 17:00,1515219.497,1350914.148
HlangwineF3,23012020,1/23/2020 18:00,1495471.384,1342679.525
Letaba,7122020,12/7/2020 4:00,1440523.132,1324610.024
Letaba,7122020,12/7/2020 5:00,1473040.18,1330462.357
Letaba,7122020,12/7/2020 6:00,1486157.154,1338160.054
Letaba,7122020,12/7/2020 7:00,1491862.944,1353026.483
Letaba,7122020,12/7/2020 8:00,1497422.072,1364012.918
Letaba,7122020,12/7/2020 9:00,1489970.947,1380035.08
Letaba,7122020,12/7/2020 10:00,1511118.43,1396079.206
Letaba,7122020,12/7/2020 11:00,1523233.479,1414723.595
Letaba,7122020,12/7/2020 12:00,1516915.117,1424593.565
Letaba,7122020,12/7/2020 13:00,1519100.587,1424840.433
Letaba,7122020,12/7/2020 14:00,1529204.747,1427996.029
Letaba,7122020,12/7/2020 15:00,1532005.626,1420643.105
Letaba,7122020,12/7/2020 16:00,1503629.411,1410629.087
Letaba,7122020,12/7/2020 17:00,1499553.214,1396087.365
Letaba,7122020,12/7/2020 18:00,1464953.971,1386885.037
Makhohlola,24012020,1/24/2020 4:00,1475324.476,1355075.421
Makhohlola,24012020,1/24/2020 5:00,1483014.563,1353131.815
Makhohlola,24012020,1/24/2020 6:00,1493028.607,1356456.315
Makhohlola,24012020,1/24/2020 7:00,1464652.857,1361270.214
Makhohlola,24012020,1/24/2020 8:00,1489756.254,1379137.707
Makhohlola,24012020,1/24/2020 9:00,1511539.794,1397009.124
Makhohlola,24012020,1/24/2020 10:00,1538132.593,1404948.884
Makhohlola,24012020,1/24/2020 11:00,1535752.985,1414127.921
Makhohlola,24012020,1/24/2020 12:00,1542245.821,1423487.09
Makhohlola,24012020,1/24/2020 13:00,1530059.166,1425866.614
Makhohlola,24012020,1/24/2020 14:00,1518946.269,1429667.027
Makhohlola,24012020,1/24/2020 15:00,1497461.029,1425403.682
Makhohlola,24012020,1/24/2020 16:00,1468502.753,1419489.774
Makhohlola,24012020,1/24/2020 17:00,1483739.639,1409006.67
Makhohlola,24012020,1/24/2020 18:00,1451312.384,1397363.71
Makhohlola,24012020,1/24/2020 19:00,1517696.559,1394879.112
Nkuhlu,16012020,1/16/2020 4:00,1333197.212,1299449.818
Nkuhlu,16012020,1/16/2020 5:00,1386684.235,1309622.163
Nkuhlu,16012020,1/16/2020 6:00,1423759.48,1329198.868
Nkuhlu,16012020,1/16/2020 7:00,1418460.454,1361479.984
Nkuhlu,16012020,1/16/2020 8:00,1493501.388,1383483.747
Nkuhlu,16012020,1/16/2020 9:00,1462101.625,1391846.811
Nkuhlu,16012020,1/16/2020 10:00,1524713.649,1417690.515
Nkuhlu,16012020,1/16/2020 11:00,1517813.387,1427931.085
Nkuhlu,16012020,1/16/2020 12:00,1535015.389,1434673.498
Nkuhlu,16012020,1/16/2020 13:00,1530478.583,1443197.791
Nkuhlu,16012020,1/16/2020 14:00,1532259.834,1448537.855
Nkuhlu,16012020,1/16/2020 15:00,1522776.689,1451151.572
Nkuhlu,16012020,1/16/2020 16:00,1473730.393,1449035.926
Nkuhlu,16012020,1/16/2020 17:00,1474921.624,1436392.601
Nkuhlu,16012020,1/16/2020 18:00,1469530.009,1425627.952
RoanCamp,4122020,12/4/2020 4:00,1328367.863,1289291.296
RoanCamp,4122020,12/4/2020 5:00,1319779.851,1300692.406
RoanCamp,4122020,12/4/2020 6:00,1350945.876,1326584.264
RoanCamp,4122020,12/4/2020 7:00,1407088.104,1367948.089
RoanCamp,4122020,12/4/2020 8:00,1453490.072,1396612.943
RoanCamp,4122020,12/4/2020 9:00,1560185.487,1414001.539
RoanCamp,4122020,12/4/2020 10:00,1557000.648,1412116.148
RoanCamp,4122020,12/4/2020 11:00,1543413.788,1427391.874
RoanCamp,4122020,12/4/2020 12:00,1549067.496,1423138.172
RoanCamp,4122020,12/4/2020 13:00,1527848.572,1419722.988
RoanCamp,4122020,12/4/2020 14:00,1497195.773,1407375.897
RoanCamp,4122020,12/4/2020 15:00,1520685.29,1405257.197
RoanCamp,4122020,12/4/2020 16:00,1517450.992,1399074.807
RoanCamp,4122020,12/4/2020 17:00,1484127.838,1388092.268
RoanCamp,4122020,12/4/2020 18:00,1490608.663,1378715.974
