,Station,Date,Time,Tdry_C,Max_Tdry_C,Min_Tdry_C,Rhum_Perc,Dewpoint_C,Rain_mm,WSpd_kmh,Wind_Degrees,Wind_Direction,Max WSpd km/h,Min_WSpd_kmh,Leaf_Wet_Perc,Srad_mJ,Sun_Hours,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,Battery,Data_type,Site,DateTime,GPSTime
133,Letaba,2020/12/07,14:00:00,28.57,28.67,28.52,60.1,20.07,0.0,0.36,89.0,E,3.89,0.0,0.0,3.9,1.0,0.79,17.38,16.38,4.15,Logger,Letaba,2020-12-07 14:00:00,136800.0
134,Letaba,2020/12/07,15:00:00,28.35,28.56,28.15,60.2,19.89,0.0,0.86,97.0,E,3.92,0.0,0.0,3.9,1.0,0.79,17.19,16.19,4.15,Logger,Letaba,2020-12-07 15:00:00,140400.0
135,Letaba,2020/12/07,16:00:00,28.34,28.47,28.14,59.9,19.8,0.0,0.65,100.0,E,4.82,0.0,0.0,3.9,1.0,0.79,17.1,16.1,4.15,Logger,Letaba,2020-12-07 16:00:00,144000.0
136,Letaba,2020/12/07,17:00:00,28.12,28.34,27.97,57.9,19.05,0.0,1.48,97.0,E,6.37,0.0,0.0,3.9,1.0,0.78,16.36,15.37,4.15,Logger,Letaba,2020-12-07 17:00:00,147600.0
137,Letaba,2020/12/07,18:00:00,27.23,27.93,26.83,62.6,19.47,0.0,0.47,78.0,ENE,4.43,0.0,0.0,3.9,1.0,0.78,16.77,15.74,4.15,Logger,Letaba,2020-12-07 18:00:00,151200.0
138,Letaba,2020/12/07,19:00:00,26.25,26.84,25.82,68.2,19.92,0.0,0.0,72.0,ENE,0.0,0.0,0.0,3.9,1.0,0.77,17.22,16.16,4.15,Logger,Letaba,2020-12-07 19:00:00,154800.0
139,Letaba,2020/12/07,20:00:00,24.91,25.73,24.4,74.1,19.98,0.0,0.0,72.0,ENE,0.0,0.0,0.0,3.9,1.0,0.76,17.28,16.17,4.15,Logger,Letaba,2020-12-07 20:00:00,158400.0
140,Letaba,2020/12/07,21:00:00,24.13,24.39,23.89,78.1,20.07,0.0,0.0,72.0,ENE,0.0,0.0,0.0,3.9,1.0,0.75,17.38,16.25,4.14,Logger,Letaba,2020-12-07 21:00:00,162000.0
141,Letaba,2020/12/07,22:00:00,23.47,23.81,23.27,80.8,19.98,0.0,0.14,111.0,ESE,1.73,0.0,0.0,3.9,1.0,0.75,17.29,16.14,4.14,Logger,Letaba,2020-12-07 22:00:00,165600.0
142,Letaba,2020/12/07,23:00:00,23.88,0.0,0.0,77.8,19.77,0.0,0.97,199.0,SSW,2.99,0.97,0.0,3.9,1.0,0.74,17.07,15.94,4.14,Logger,Letaba,2020-12-07 23:00:00,169200.0
143,Pretoriaskop,2020/01/23,01:00:00,18.1,18.1,18.1,97.0,17.62,0.0,1.08,90.0,E,1.44,1.08,0.0,0.0,0.0,0.0,15.03,14.46,6.9,ForecastHistory,Hlangwine,2020-01-23 01:00:00,349200.0
144,Pretoriaskop,2020/01/23,02:00:00,18.1,18.1,18.1,97.0,17.62,0.0,1.08,135.0,SE,1.44,1.08,0.0,0.0,0.0,0.0,15.03,14.46,6.9,ForecastHistory,Hlangwine,2020-01-23 02:00:00,352800.0
145,Pretoriaskop,2020/01/23,03:00:00,18.3,18.3,18.3,97.0,17.82,0.0,2.16,135.0,SE,2.52,2.16,0.0,0.0,0.0,0.0,15.21,14.65,6.9,ForecastHistory,Hlangwine,2020-01-23 03:00:00,356400.0
146,Pretoriaskop,2020/01/23,04:00:00,18.7,18.7,18.7,97.0,18.21,0.0,2.88,113.0,ESE,3.96,2.88,0.0,0.0,0.0,0.0,15.58,15.02,6.9,ForecastHistory,Hlangwine,2020-01-23 04:00:00,360000.0
147,Pretoriaskop,2020/01/23,05:00:00,18.8,18.8,18.8,96.0,18.15,0.0,2.88,113.0,ESE,3.96,2.88,0.0,0.0,0.0,0.0,15.52,14.96,6.9,ForecastHistory,Hlangwine,2020-01-23 05:00:00,363600.0
148,Pretoriaskop,2020/01/23,06:00:00,19.0,19.0,19.0,93.0,17.84,0.0,2.16,113.0,ESE,2.52,2.16,0.0,0.0,1.0,0.0,15.23,14.68,6.9,ForecastHistory,Hlangwine,2020-01-23 06:00:00,367200.0
149,Pretoriaskop,2020/01/23,07:00:00,19.6,19.6,19.6,90.0,17.91,0.0,2.16,90.0,E,2.52,2.16,0.0,0.0,1.0,0.0,15.3,14.76,6.9,ForecastHistory,Hlangwine,2020-01-23 07:00:00,370800.0
150,Pretoriaskop,2020/01/23,08:00:00,19.4,19.4,19.4,94.0,18.41,0.1,2.88,158.0,SSE,3.96,2.88,0.0,0.0,1.0,0.0,15.76,15.22,6.9,ForecastHistory,Hlangwine,2020-01-23 08:00:00,374400.0
151,Pretoriaskop,2020/01/23,09:00:00,20.3,20.3,20.3,92.0,18.96,0.0,2.16,135.0,SE,2.52,2.16,0.0,0.3,1.0,0.06,16.28,15.76,6.9,ForecastHistory,Hlangwine,2020-01-23 09:00:00,378000.0
152,Pretoriaskop,2020/01/23,10:00:00,26.2,26.2,26.2,65.0,19.1,0.0,2.88,45.0,NE,3.96,2.88,0.0,1.5,1.0,0.29,16.41,16.05,6.9,ForecastHistory,Hlangwine,2020-01-23 10:00:00,381600.0
153,Pretoriaskop,2020/01/23,11:00:00,28.7,28.7,28.7,57.0,19.34,0.0,3.96,45.0,NE,5.4,3.96,0.0,2.0,1.0,0.41,16.64,16.36,6.9,ForecastHistory,Hlangwine,2020-01-23 11:00:00,385200.0
154,Pretoriaskop,2020/01/23,12:00:00,31.1,31.1,31.1,52.0,20.08,0.0,3.96,45.0,NE,5.4,3.96,0.0,2.3,1.0,0.49,17.38,17.21,6.9,ForecastHistory,Hlangwine,2020-01-23 12:00:00,388800.0
155,Pretoriaskop,2020/01/23,13:00:00,31.1,31.1,31.1,52.0,20.08,0.0,6.84,68.0,ENE,9.36,6.84,0.0,2.5,1.0,0.54,17.38,17.21,6.9,ForecastHistory,Hlangwine,2020-01-23 13:00:00,392400.0
156,Pretoriaskop,2020/01/23,14:00:00,30.1,30.1,30.1,53.0,19.46,0.0,6.12,90.0,E,7.92,6.12,0.0,2.3,1.0,0.49,16.77,16.54,6.9,ForecastHistory,Hlangwine,2020-01-23 14:00:00,396000.0
157,Pretoriaskop,2020/01/23,15:00:00,28.7,28.7,28.7,59.0,19.89,0.0,9.0,90.0,E,11.88,9.0,0.0,1.3,1.0,0.31,17.2,16.93,6.9,ForecastHistory,Hlangwine,2020-01-23 15:00:00,399600.0
158,Pretoriaskop,2020/01/23,16:00:00,28.1,28.1,28.1,63.0,20.39,0.1,6.12,68.0,ENE,7.92,6.12,0.0,1.2,1.0,0.25,17.71,17.44,6.9,ForecastHistory,Hlangwine,2020-01-23 16:00:00,403200.0
159,Pretoriaskop,2020/01/23,17:00:00,29.2,29.2,29.2,61.0,20.9,0.0,9.0,90.0,E,11.88,9.0,0.0,2.2,1.0,0.45,18.24,18.04,6.9,ForecastHistory,Hlangwine,2020-01-23 17:00:00,406800.0
160,Pretoriaskop,2020/01/23,18:00:00,26.0,26.0,26.0,71.0,20.33,0.0,5.04,68.0,ENE,6.84,5.04,0.0,0.9,1.0,0.16,17.64,17.31,6.9,ForecastHistory,Hlangwine,2020-01-23 18:00:00,410400.0
161,Pretoriaskop,2020/01/23,19:00:00,24.4,24.4,24.4,79.0,20.52,0.3,5.04,113.0,ESE,6.84,5.04,100.0,0.7,0.0,0.11,17.84,17.46,6.9,ForecastHistory,Hlangwine,2020-01-23 19:00:00,414000.0
162,Pretoriaskop,2020/01/23,20:00:00,22.9,22.9,22.9,87.0,20.62,0.3,3.96,90.0,E,5.4,3.96,100.0,0.6,0.0,0.08,17.94,17.53,6.9,ForecastHistory,Hlangwine,2020-01-23 20:00:00,417600.0
163,Pretoriaskop,2020/01/23,21:00:00,22.1,22.1,22.1,91.0,20.56,0.1,5.04,135.0,SE,6.84,5.04,100.0,0.0,0.0,0.0,17.88,17.44,6.9,ForecastHistory,Hlangwine,2020-01-23 21:00:00,421200.0
164,Pretoriaskop,2020/01/23,22:00:00,20.9,20.9,20.9,94.0,19.9,0.2,5.04,113.0,ESE,6.84,5.04,100.0,0.0,0.0,0.0,17.2,16.71,6.9,ForecastHistory,Hlangwine,2020-01-23 22:00:00,424800.0
165,Pretoriaskop,2020/01/23,23:00:00,20.3,20.3,20.3,95.0,19.47,0.1,5.04,135.0,SE,6.84,5.04,100.0,0.0,0.0,0.0,16.78,16.27,6.9,ForecastHistory,Hlangwine,2020-01-23 23:00:00,428400.0
166,Pretoriaskop,2020/01/23,00:00:00,19.9,19.9,19.9,97.0,19.41,0.1,3.96,135.0,SE,5.4,3.96,100.0,0.0,0.0,0.0,16.72,16.2,6.9,ForecastHistory,Hlangwine,2020-01-23 00:00:00,345600.0
