site,count,mean,std,min,25%,50%,75%,max
Hlangwine,9.0,1.2400802736344013e-19,3.720240820903204e-19,0.0,0.0,0.0,0.0,1.1160722462709611e-18
Letaba,5.0,1.8704055779785475e-218,0.0,0.0,0.0,0.0,0.0,9.352027889892737e-218
Nkuhlu,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
RoanCamp,13.0,2.396702625258173e-84,8.641434207407495e-84,0.0,0.0,0.0,0.0,3.1157134128356244e-83
