,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Topo,Exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland,Inside,26518160.0,34.716094970703125,2.1343064308166504,29.6099853515625,33.170013427734375,34.529998779296875,35.889984130859375,49.410003662109375,26518160.0,1.3501784801483154,2.146200656890869,0.0,0.10300000011920929,0.20499999821186066,1.906999945640564,14.020000457763672,26518160.0,393898.28125,3343.50634765625,388395.0,390467.0,394307.0,397334.0,398998.0,26518160.0,0.5163569595203195,0.24252689833808458,0.0,0.33707865168539325,0.5454545454545454,0.7027027027027027,1.0,26518160.0,0.3191163985989887,0.5032695842714001,0.0,0.0,0.0,0.5856518923641293,7.245349507538766,26518160.0,51.63569595203195,24.252689833808468,0.0,33.70786516853933,54.54545454545454,70.27027027027027,100.0
Upland,Outside,15807800.0,37.25286865234375,1.8970551490783691,30.410003662109375,36.089996337890625,37.329986572265625,38.57000732421875,47.489990234375,15807800.0,0.2233702838420868,0.5479767322540283,-0.08100000023841858,0.028999999165534973,0.050999999046325684,0.09300000220537186,8.194000244140625,15807800.0,392436.53125,3564.508544921875,387561.0,389520.0,390910.0,396039.0,399022.0,15807800.0,0.19920580657048903,0.2382865373745531,0.0,0.0,0.10344827586206896,0.3023255813953488,1.0,15807800.0,0.09980207425356329,0.3211509959179368,0.0,0.0,0.0,0.0,7.902487437162851,15807800.0,19.920580657048887,23.828653737455305,0.0,0.0,10.344827586206897,30.23255813953488,100.0
