,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Height,Height,Height,Height,Height,Height,Height,Height,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,Elevation,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,CanopyDensity,PAI,PAI,PAI,PAI,PAI,PAI,PAI,PAI,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent,CanopyDensityPercent
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Exclosure,Topo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,Upland,6395697.0,35.97834396362305,2.0946993827819824,30.970001220703125,34.410003662109375,35.730010986328125,37.290008544921875,49.45001220703125,6395697.0,1.262992024421692,1.4698069095611572,0.0,0.03500000014901161,0.23100000619888306,2.3959999084472656,10.28600025177002,6395697.0,275.4979248046875,2.5045382976531982,268.7699890136719,273.9010009765625,275.27301025390625,277.1369934082031,282.8999938964844,6395697.0,0.28008954000232783,0.2346947403756763,0.0,0.044444444444444446,0.2573839662447257,0.47802197802197804,1.0,6395697.0,0.4112301495863582,0.48647563390234444,0.0,0.0,0.14436048722948835,0.8147663886680785,5.2245115541729055,6395697.0,28.008954000232823,23.46947403756762,0.0,4.444444444444445,25.73839662447257,47.8021978021978,100.0
Outside,Upland,8434433.0,37.364803314208984,2.4899275302886963,30.80999755859375,35.410003662109375,37.3699951171875,39.1300048828125,49.25,8434433.0,0.8044384717941284,1.2180272340774536,0.0,0.01600000075995922,0.041999999433755875,1.534999966621399,7.355999946594238,8434433.0,276.80487060546875,3.1812825202941895,269.78900146484375,274.28900146484375,277.28900146484375,279.4320068359375,282.3580017089844,8434433.0,0.19587643103733393,0.24475294507790238,0.0,0.0,0.058823529411764705,0.3776758409785933,1.0,8434433.0,0.3192270868639142,0.5043971492427443,0.0,0.0,0.0,0.5753641449035618,5.780743515792328,8434433.0,19.58764310373338,24.475294507790235,0.0,0.0,5.88235294117647,37.76758409785933,100.0
