site,imgf,temp_cd,temp_md,pai_cd,pai_md,height_cd,height_md,GPSTime,Northing,Easting,Altitude,Date,DateTime,Time,H,M,S,RH,AirTemp,Dewpoint_C,Leaf_Wet_Perc,Srad_mJ,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,site_f,Time_f,DateTime_f,Time_num,AirTemp_scaled,RH_scaled,temp_cd_scaled,pai_cd_scaled,height_cd_scaled,Time_num_scaled,Srad_mJ_scaled,Dewpoint_C_scaled,Specific_RH_gkg_scaled,Leaf_Wet_Perc_scaled,Absolute_RH_gm3_scaled,Eto_mm_scaled
Hlangwine,Flight2_cam1-000-000282-0.tif,-0.6295539650006635,-0.41480446,0.7394309427516121,0.4215651551758897,0.8164822518956527,1.1730032,283478.483,7209618.666232712,328232.8551468946,681.3656005859375,2020-01-22,2020-01-22T08:44:38Z,08:44:38,0.3333333333333333,0.030555555555555555,4.398148148148148e-4,61.83965416666664,25.820115277777788,17.84098513055556,0,1.8952184444444464,0.3513643805555559,15.24170236388889,14.855865591666667,Hlangwine,1970-01-01T08:44:38Z,1579682678,0.3643287037037037,0.1742962699895017,-0.37844926089361036,0.24717758191300476,0.9966246369257419,0.8921352598733204,-1.126683361427839,-1.2320204515820303,-0.2746616095378976,-0.02314309613168462,-0.3016389993094663,-0.29131824006842605,-1.2593031753124022
Hlangwine,Flight3_cam1-001-000162-0.tif,-0.2661228579125517,-0.30359077,0.3871722112195107,0.25693156277340534,0.0369540722489239,0.07345116,291125.289,7211192.842268386,328787.193010392,687.27850341796875,2020-01-22,2020-01-22T10:52:05Z,10:52:05,0.4166666666666667,0.03611111111111111,5.787037037037037e-5,45.79118500000001,30.154949416666664,17.169226883333334,0,2.860440749999999,0.5907695083333331,14.63604046666667,14.353403183333336,Hlangwine,1970-01-01T10:52:05Z,1579690325,0.45283564814814814,2.0205617301278056,-1.8591165153575435,0.7428123870450284,-0.2958204531946463,-1.9601939064089835,1.3394980858063943,-0.30689888661737746,-0.6377480643633562,-0.3072531543268749,-0.3016389993094663,-0.6150770434662475,-0.07708123493690666
Hlangwine,Flight3_cam1-001-000175-0.tif,-0.17921500361343687,-0.2122345,0.4677754996253598,0.2603499679522975,0.44057651055063257,0.9168788,291151.314,7211020.615910493,328903.21599966515,689.39208984375,2020-01-22,2020-01-22T10:52:31Z,10:52:31,0.4166666666666667,0.03611111111111111,3.587962962962963e-4,45.74780999999998,30.162901500000004,17.162142299999996,0,2.862609500000001,0.5912755500000002,14.629678799999995,14.347186099999997,Hlangwine,1970-01-01T10:52:31Z,1579690351,0.4531365740740741,2.0239486317540463,-1.8631183887758394,0.8613343203355128,-8.52023050490283e-5,-0.4833209940587462,1.3478831672276177,-0.30482023863911306,-0.6415772934901349,-0.31076851364200936,-0.3016389993094663,-0.6184776958715984,-0.07458231786428082
Hlangwine,Flight3_cam1-001-000200-0.tif,0.13170924647123172,0.14317703,0.13897584240231092,0.11222512532235308,0.1614617401704323,0.4224987,291207.237,7210650.287500389,329152.7571011329,703.97344970703125,2020-01-22,2020-01-22T10:53:27Z,10:53:27,0.4166666666666667,0.03680555555555556,3.125e-4,45.65460499999996,30.17998908333334,17.14691881666666,0,2.867269750000002,0.5923629416666671,14.616008733333327,14.33382671666666,Hlangwine,1970-01-01T10:53:27Z,1579690407,0.4537847222222222,2.0312264684358574,-1.8717176881868376,1.2853620854221528,-1.206458429060593,-1.5046146702622505,1.3659433425964043,-0.30035360152524526,-0.6498056116633052,-0.31832238257496254,-0.3016389993094663,-0.6257850804811754,-0.06921259876908917
Hlangwine,Flight3_cam1-001-000217-0.tif,-0.07660251752892505,-0.0644989,0.01286307411674171,0.00851118933637529,0.39240295194842,1.0169094,291240.737,7210428.232933953,329302.4448288453,708.61529541015625,2020-01-22,2020-01-22T10:54:00Z,10:54:00,0.4166666666666667,0.0375,0,45.59877166666663,30.19022519444445,17.137799372222215,0,2.8700614166666685,0.593014330555556,14.60781984444444,14.325823938888885,Hlangwine,1970-01-01T10:54:00Z,1579690440,0.45416666666666666,2.035586168896145,-1.8768689949884823,1.0012736886303661,-1.66916896987034,-0.6595902423455388,1.3765859459387255,-0.2976779163274817,-0.6547346866199623,-0.32284743683267075,-0.3016389993094663,-0.6301624812719187,-0.06599593318089006
Hlangwine,Flight3_cam1-001-000349-0.tif,-0.1261733177583241,-0.16736221,0.14527688111116965,0.092624386778209,0.30650887146079875,0.7024628,291504.732,7210846.245823007,329024.7245217025,692.30670166015625,2020-01-22,2020-01-22T10:58:24Z,10:58:24,0.4166666666666667,0.040277777777777773,2.777777777777778e-4,45.15877999999997,30.27089033333334,17.06593406666666,0,2.8920610000000013,0.598147566666667,14.54328773333333,14.262758466666662,Hlangwine,1970-01-01T10:58:24Z,1579690704,0.45722222222222225,2.069942560627892,-1.9174635991407265,0.9336707415167057,-1.183339778441195,-0.9738806007734683,1.4617267726772956,-0.27659231890110536,-0.6935780043269093,-0.35850689052711765,-0.3016389993094663,-0.6646583595331904,-0.04064716804785438
Hlangwine,Flight4_cam1-000-000119-0.tif,-0.8209570158818652,-0.42718887,0.676909376231594,0.48337889239404913,0.7487013215182899,1.1646309,366264.01,7210656.163366305,327519.78869363625,630.725830078125,2020-01-22,2020-01-23T07:44:24Z,07:44:24,0.2916666666666667,0.030555555555555555,2.777777777777778e-4,85,20.2,17.6,0,0,0,15.01,14.49,Hlangwine,1970-01-01T07:44:24Z,1579765464,0.3225,-2.219388098754627,1.7583754618472023,-0.013851295293644173,0.7672316242274353,0.6441217439017515,-2.292209678977795,-3.048500907102762,-0.4049144751794894,-0.23001647176355314,-0.3016389993094663,-0.4151755941816073,-2.9943983406289996
Hlangwine,Flight4_cam1-001-000165-0.tif,-0.03945843485229423,-0.021535873,0.06526812515126071,0.03949130981211596,0.06786037489221865,0.15355754,367563.566,7211533.434879091,327616.53881476354,659.13812255859375,2020-01-22,2020-01-23T08:06:03Z,08:06:03,0.3333333333333333,0.004166666666666667,3.472222222222222e-5,85,20.2,17.6,0,0,0,15.01,14.49,Hlangwine,1970-01-01T08:06:03Z,1579766763,0.3375347222222222,-2.219388098754627,1.7583754618472023,1.0519295070789951,-1.476893676615047,-1.8471063352946615,-1.873278111048246,-3.048500907102762,-0.4049144751794894,-0.23001647176355314,-0.3016389993094663,-0.4151755941816073,-2.9943983406289996
Hlangwine,Flight4_cam1-001-000378-0.tif,0.01194522283795065,0.0070343018,-0.03765055249887394,-0.01997331384586259,0.04735758815249319,0.09290016,367989.722,7211642.9074403215,327771.8121770627,660.93798828125,2020-01-22,2020-01-23T08:13:09Z,08:13:09,0.3333333333333333,0.009027777777777777,1.0416666666666667e-4,85,20.2,17.6,0,0,0,15.01,14.49,Hlangwine,1970-01-01T08:13:09Z,1579767189,0.3424652777777778,-2.219388098754627,1.7583754618472023,1.1220320419624523,-1.8545045850290447,-1.9221269671777677,-1.7358917769928264,-3.048500907102762,-0.4049144751794894,-0.23001647176355314,-0.3016389993094663,-0.4151755941816073,-2.9943983406289996
Hlangwine,Flight4_cam1-002-000219-0.tif,-0.16036677894087703,-0.08846474,0.20167302217148497,0.10146412015024872,0.04912524534302246,0.057133555,368985.242,7211743.291298248,327932.6073103226,662.34075927734375,2020-01-22,2020-01-23T08:29:45Z,08:29:45,0.3333333333333333,0.020138888888888887,5.208333333333333e-4,85,20.2,17.6,0,0,0,15.01,14.49,Hlangwine,1970-01-01T08:29:45Z,1579768185,0.35399305555555555,-2.219388098754627,1.7583754618472023,0.8870388788624854,-0.9764210874605033,-1.9156590288887114,-1.4146786579336803,-3.048500907102762,-0.4049144751794894,-0.23001647176355314,-0.3016389993094663,-0.4151755941816073,-2.9943983406289996
Hlangwine,Flight4_cam1-004-000052-0.tif,-0.09580371363199118,-0.052375793,0.4990487969359825,0.27666842556605953,0.4729934321386211,0.91779125,371041.148,7211840.796992181,328092.205012611,648.648681640625,2020-01-22,2020-01-23T09:04:01Z,09:04:01,0.375,0.0027777777777777775,1.1574074074074073e-05,85,20.2,17.6,0,0,0,15.01,14.49,Hlangwine,1970-01-01T09:04:01Z,1579770241,0.37778935185185186,-2.219388098754627,1.7583754618472023,0.9750877598443152,0.11465721837304853,-0.3647059993212764,-0.7516122193939148,-3.048500907102762,-0.4049144751794894,-0.23001647176355314,-0.3016389993094663,-0.4151755941816073,-2.9943983406289996
RoanCamp,cam1-000-000098-0.tif,-1.8514440636024188,-2.5451622,0.425935616375153,0.17948094578091045,0.720699158337343,1.1698276,457050.253,7479251.498109303,320438.4663870014,500.1976623535156,2020-12-04,2020-12-04T08:57:30Z,08:57:30,0.3333333333333333,0.03958333333333333,3.472222222222222e-4,67.31630122222218,23.85925240555557,17.430831927777778,0,3.599584036111111,0.6591680722222224,14.870415963888888,13.86958403611111,RoanCamp,1970-01-01T08:57:30Z,1607072250,0.3732638888888889,-0.6608621875332663,0.12683830735996124,-1.4191939782033482,-0.15359666089330018,0.5416605515479253,-0.8777109438438411,0.4015362475941709,-0.4963501008183437,-0.5808216517776634,-0.3016389993094663,-0.4897907560599361,0.2606821357569691
RoanCamp,cam1-000-000108-0.tif,-1.699119549622046,-2.1821022,0.5483128091233652,0.23235959363395217,0.6516265441343931,0.96110475,457070.807,7479270.829254175,320603.1635652323,499.8056640625,2020-12-04,2020-12-04T08:57:50Z,08:57:50,0.3333333333333333,0.03958333333333333,5.787037037037038e-4,67.28661211111114,23.866217927777768,17.430717738888887,0,3.599641130555556,0.659282261111111,14.870358869444445,13.869641130555555,RoanCamp,1970-01-01T08:57:50Z,1607072270,0.3734953703703704,-0.65789547584866,0.12409912431516565,-1.211459061375801,0.2954079705099375,0.288920705540402,-0.8712608812121307,0.4015909700156187,-0.49641182010354645,-0.5807893685547498,-0.3016389993094663,-0.4898212761060186,0.2612460192921475
RoanCamp,cam1-000-000108-0.tif,-1.699119549622046,-2.1821022,0.5483128091233652,0.23235959363395217,0.440882022336236,0.5805137,457070.807,7479270.829254175,320603.1635652323,499.8056640625,2020-12-04,2020-12-04T08:57:50Z,08:57:50,0.3333333333333333,0.03958333333333333,5.787037037037038e-4,67.28661211111114,23.866217927777768,17.430717738888887,0,3.599641130555556,0.659282261111111,14.870358869444445,13.869641130555555,RoanCamp,1970-01-01T08:57:50Z,1607072270,0.3734953703703704,-0.65789547584866,0.12409912431516565,-1.211459061375801,0.2954079705099375,-0.48220311249978237,-0.8712608812121307,0.4015909700156187,-0.49641182010354645,-0.5807893685547498,-0.3016389993094663,-0.4898212761060186,0.2612460192921475
RoanCamp,cam1-000-000108-0.tif,-1.699119549622046,-2.1821022,0.4853281049634709,0.3508276501745249,0.6516265441343931,0.96110475,457070.807,7479270.829254175,320603.1635652323,499.8056640625,2020-12-04,2020-12-04T08:57:50Z,08:57:50,0.3333333333333333,0.03958333333333333,5.787037037037038e-4,67.28661211111114,23.866217927777768,17.430717738888887,0,3.599641130555556,0.659282261111111,14.870358869444445,13.869641130555555,RoanCamp,1970-01-01T08:57:50Z,1607072270,0.3734953703703704,-0.65789547584866,0.12409912431516565,-1.211459061375801,0.06431569555032532,0.288920705540402,-0.8712608812121307,0.4015909700156187,-0.49641182010354645,-0.5807893685547498,-0.3016389993094663,-0.4898212761060186,0.2612460192921475
RoanCamp,cam1-000-000108-0.tif,-1.699119549622046,-2.1821022,0.4853281049634709,0.3508276501745249,0.440882022336236,0.5805137,457070.807,7479270.829254175,320603.1635652323,499.8056640625,2020-12-04,2020-12-04T08:57:50Z,08:57:50,0.3333333333333333,0.03958333333333333,5.787037037037038e-4,67.28661211111114,23.866217927777768,17.430717738888887,0,3.599641130555556,0.659282261111111,14.870358869444445,13.869641130555555,RoanCamp,1970-01-01T08:57:50Z,1607072270,0.3734953703703704,-0.65789547584866,0.12409912431516565,-1.211459061375801,0.06431569555032532,-0.48220311249978237,-0.8712608812121307,0.4015909700156187,-0.49641182010354645,-0.5807893685547498,-0.3016389993094663,-0.4898212761060186,0.2612460192921475
