term,edf,ref.df,statistic,p.value
s(height_cd_scaled),1.6686729232008024,2.0955177048905598,7.009291569273928,0.0013639529078340873
s(Time_num_scaled),4.402429581092467,5.384918871337048,4.338300152185204,9.618659603413127e-4
s(Specific_RH_gkg_scaled),2.2596251369927867,2.7971304760449685,0.8121893558719493,0.4949737256926939
