,,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature
,,,count,mean,std,min,25%,50%,75%,max
imgf,Topo,Exclosure,,,,,,,,
cam1-001-001052-0.tif,Upland,Open,2536623.0,40.062286376953125,2.70717716217041,33.209991455078125,37.889984130859375,40.1300048828125,42.25,50.170013427734375
cam1-001-001090-0.tif,Lowland,Open,3467259.0,37.22111892700195,2.4162659645080566,31.489990234375,35.170013427734375,37.25,39.170013427734375,46.410003662109375
cam1-001-001198-0.tif,Lowland,Open,1204443.0,38.473323822021484,2.335139513015747,31.6099853515625,36.850006103515625,38.92999267578125,40.170013427734375,44.769989013671875
cam1-001-001198-0.tif,Upland,Open,3115359.0,38.311588287353516,2.1939241886138916,31.80999755859375,36.730010986328125,38.730010986328125,39.970001220703125,45.69000244140625
cam1-001-001236-0.tif,Upland,Full,1757979.0,36.782833099365234,2.1320581436157227,32.209991455078125,35.04998779296875,36.529998779296875,38.329986572265625,49.45001220703125
cam1-001-001236-0.tif,Upland,Open,2402271.0,38.70610427856445,2.6946136951446533,31.850006103515625,36.57000732421875,38.769989013671875,40.6099853515625,49.25
cam1-001-001268-0.tif,Lowland,Full,8298.0,33.86574935913086,1.8652799129486084,30.730010986328125,32.45001220703125,33.410003662109375,35.089996337890625,39.25
cam1-001-001268-0.tif,Lowland,Open,3074625.0,36.03877639770508,2.469001531600952,30.1300048828125,34.010009765625,36.04998779296875,38.1300048828125,43.489990234375
cam1-001-001377-0.tif,Lowland,Full,2541393.0,35.940635681152344,2.356067419052124,30.529998779296875,34.209991455078125,35.529998779296875,37.57000732421875,46.1300048828125
cam1-001-001377-0.tif,Lowland,Open,1029681.0,39.075347900390625,2.5974905490875244,32.69000244140625,37.1300048828125,39.410003662109375,41.04998779296875,49.3699951171875
cam1-001-001377-0.tif,Upland,Full,198765.0,38.113468170166016,2.6194207668304443,32.529998779296875,35.92999267578125,38.529998779296875,40.25,45.3699951171875
cam1-001-001377-0.tif,Upland,Open,719109.0,39.04008865356445,2.3609609603881836,32.57000732421875,37.290008544921875,39.3699951171875,40.80999755859375,46.92999267578125
cam1-001-001405-0.tif,Upland,Full,1424349.0,36.22517013549805,1.9385753870010376,31.69000244140625,34.649993896484375,35.92999267578125,37.69000244140625,44.010009765625
cam1-001-001405-0.tif,Upland,Open,2515041.0,36.4145393371582,2.1665279865264893,30.80999755859375,34.57000732421875,36.3699951171875,38.209991455078125,44.529998779296875
cam1-001-001634-0.tif,Lowland,Full,2446452.0,35.21115493774414,1.830663800239563,30.730010986328125,33.730010986328125,34.970001220703125,36.649993896484375,42.6099853515625
cam1-001-001634-0.tif,Upland,Full,1934226.0,35.13446807861328,1.6190252304077148,30.850006103515625,33.889984130859375,34.889984130859375,36.290008544921875,42.410003662109375
cam1-001-001659-0.tif,Lowland,Full,225549.0,34.44631576538086,2.7741169929504395,30.57000732421875,31.970001220703125,33.69000244140625,36.769989013671875,41.92999267578125
cam1-001-001659-0.tif,Lowland,Open,428490.0,36.186668395996094,2.4908816814422607,31.010009765625,33.80999755859375,36.489990234375,38.489990234375,41.209991455078125
cam1-001-001806-0.tif,Upland,Full,2034801.0,35.66951370239258,1.735024094581604,31.69000244140625,34.209991455078125,35.57000732421875,36.92999267578125,42.45001220703125
cam1-001-001806-0.tif,Upland,Open,2096658.0,36.786476135253906,2.116722583770752,31.290008544921875,35.010009765625,36.850006103515625,38.529998779296875,43.769989013671875
cam1-001-001821-0.tif,Upland,Full,531126.0,36.0524787902832,1.808335781097412,31.889984130859375,34.529998779296875,36.04998779296875,37.489990234375,42.010009765625
cam1-001-001821-0.tif,Upland,Open,1651923.0,37.041534423828125,2.0519750118255615,31.6099853515625,35.529998779296875,37.25,38.6099853515625,42.6099853515625
cam1-001-001846-0.tif,Lowland,Full,2292570.0,34.84254837036133,1.7113858461380005,31.089996337890625,33.3699951171875,34.730010986328125,36.290008544921875,40.25
cam1-001-001846-0.tif,Upland,Full,1786806.0,35.62239074707031,1.6694413423538208,31.489990234375,34.25,35.730010986328125,36.970001220703125,40.290008544921875
cam1-001-001859-0.tif,Lowland,Full,4250817.0,33.92557907104492,1.7358951568603516,29.45001220703125,32.69000244140625,33.649993896484375,35.209991455078125,40.170013427734375
cam1-001-001859-0.tif,Upland,Full,207918.0,34.814964294433594,1.4580798149108887,32.170013427734375,33.57000732421875,34.649993896484375,36.010009765625,38.57000732421875
cam1-001-002009-0.tif,Lowland,Full,794925.0,34.689361572265625,1.5674054622650146,31.3699951171875,33.329986572265625,34.529998779296875,35.970001220703125,40.489990234375
cam1-001-002009-0.tif,Lowland,Open,745128.0,36.276126861572266,1.8350106477737427,31.25,34.889984130859375,36.730010986328125,37.69000244140625,41.57000732421875
cam1-001-002009-0.tif,Upland,Full,1820745.0,34.69005584716797,1.516754150390625,30.970001220703125,33.410003662109375,34.769989013671875,35.889984130859375,40.970001220703125
cam1-001-002009-0.tif,Upland,Open,620298.0,35.81938934326172,1.9201656579971313,31.089996337890625,34.45001220703125,36.010009765625,37.170013427734375,41.57000732421875
cam1-001-002044-0.tif,Lowland,Full,3523860.0,34.430625915527344,1.8827418088912964,29.209991455078125,33.04998779296875,34.290008544921875,35.889984130859375,40.850006103515625
cam1-001-002044-0.tif,Lowland,Open,224325.0,33.44539260864258,2.4615087509155273,29.209991455078125,31.04998779296875,33.1300048828125,35.769989013671875,38.529998779296875
