,pai,height,eVeg,e100,e85,FLIR
0,0.4394286705504684,0.39066006001157666,-0.37887710993049417,-0.21453911495524006,-0.21449053354687259,-0.2113550712999851
1,0.57244692905521,0.36282153932941896,-0.4600161675671443,-0.2380087181912257,-0.237914591214111,-0.23489388843543174
2,0.6536713708892448,0.5998459831513883,-0.7001261151341236,-0.5261352049152594,-0.5259788575358594,-0.5231806104999326
3,0.4567191972023793,0.5181518683922813,-0.4469131412245021,-0.29670698758842906,-0.2966785824049526,-0.29130725709103494
4,0.5126877178897824,0.4900651305021466,-0.3750646116688485,-0.21825673274191534,-0.21818047976626653,-0.2146903093085789
5,0.5139337050055375,0.6438595830305102,-0.41368479956939014,-0.16749341083511943,-0.16718449536993765,-0.16349077276242846
