term,edf,ref.df,statistic,p.value
s(pai_cd_scaled),1.784778695025966,2.2691205161442163,9.572919147287724,9.863038151303183e-5
s(AirTemp_scaled),4.351810700555917,5.259456105416009,3.275199817562486,0.009467344307711179
s(Dewpoint_C_scaled),1.000141675068876,1.000265236332869,0.4704843333022794,0.4947329087560865
